seqCrct,seqRT,pushed,crctKey,tt,is_switch,is_probe,sequence,subj,block,sttime,trial.type,response.type,trial,is.switch
-1,Inf,0,3,2,0,NA,131,DM,2,1419005198,intf,noresp,2,0
1,0.7834,1,1,2,0,NA,221,DM,2,1419005198,intf,correct,3,0
1,0.862574,2,2,2,0,NA,112,DM,2,1419005198,intf,correct,4,0
1,0.753653,3,3,2,0,NA,322,DM,2,1419005198,intf,correct,5,0
0,0.76507,2,1,2,0,NA,313,DM,2,1419005198,intf,wrong,6,0
-1,Inf,0,2,2,0,NA,112,DM,2,1419005198,intf,noresp,7,0
1,0.684899,3,3,2,0,NA,322,DM,2,1419005198,intf,correct,8,0
1,0.802711,1,1,2,0,NA,313,DM,2,1419005198,intf,correct,9,0
1,0.781841,3,3,2,0,NA,131,DM,2,1419005198,intf,correct,10,0
1,0.903809,1,1,2,0,NA,221,DM,2,1419005198,intf,correct,11,0
1,0.627836,3,3,2,0,NA,322,DM,2,1419005198,intf,correct,12,0
1,0.608653,1,1,2,0,NA,313,DM,2,1419005198,intf,correct,13,0
1,0.661101,1,1,2,0,NA,221,DM,2,1419005198,intf,correct,14,0
1,0.697344,2,2,2,0,NA,233,DM,2,1419005198,intf,correct,15,0
1,0.743328,3,3,2,0,NA,322,DM,2,1419005198,intf,correct,16,0
1,0.990361,1,1,2,0,NA,313,DM,2,1419005198,intf,correct,17,0
0,0.877712,3,2,2,0,NA,112,DM,2,1419005198,intf,wrong,18,0
1,0.746401,3,3,2,0,NA,322,DM,2,1419005198,intf,correct,19,0
0,0.989957,2,3,2,0,NA,131,DM,2,1419005198,intf,wrong,20,0
1,0.879342,2,2,2,0,NA,112,DM,2,1419005198,intf,correct,21,0
1,0.931645,1,1,2,0,NA,313,DM,2,1419005198,intf,correct,22,0
1,0.837472,2,2,2,0,NA,112,DM,2,1419005198,intf,correct,23,0
1,0.693314,3,3,2,0,NA,322,DM,2,1419005198,intf,correct,24,0
0,0.985693,1,3,2,0,NA,322,DM,2,1419005198,intf,wrong,25,0
-1,Inf,0,3,2,0,NA,131,DM,2,1419005198,intf,noresp,26,0
1,0.729772,1,1,2,0,NA,221,DM,2,1419005198,intf,correct,27,0
1,0.904032,2,2,2,0,NA,112,DM,2,1419005198,intf,correct,28,0
1,0.80434,3,3,2,0,NA,131,DM,2,1419005198,intf,correct,29,0
1,0.773066,1,1,2,0,NA,221,DM,2,1419005198,intf,correct,30,0
1,0.848319,1,1,2,0,NA,313,DM,2,1419005198,intf,correct,31,0
1,0.709531,3,3,2,0,NA,322,DM,2,1419005198,intf,correct,32,0
1,0.814156,2,2,2,0,NA,233,DM,2,1419005198,intf,correct,33,0
1,0.605534,1,1,2,0,NA,221,DM,2,1419005198,intf,correct,34,0
-1,Inf,0,2,2,0,NA,233,DM,2,1419005198,intf,noresp,35,0
1,0.730645,1,1,2,0,NA,313,DM,2,1419005198,intf,correct,36,0
1,0.812103,2,2,2,0,NA,112,DM,2,1419005198,intf,correct,37,0
-1,Inf,0,1,2,0,NA,313,DM,2,1419005198,intf,noresp,38,0
1,0.698307,2,2,2,0,NA,233,DM,2,1419005198,intf,correct,39,0
1,0.836233,2,2,2,0,NA,233,DM,2,1419005198,intf,correct,40,0
1,0.605447,2,2,1,0,0,20,DM,4,1419005499,nbk,correct,1,0
1,0.589008,3,3,1,0,0,3,DM,4,1419005499,nbk,correct,2,0
1,0.450842,3,3,3,1,NA,3,DM,4,1419005499,cngr,correct,3,1
1,0.432121,3,3,3,0,NA,3,DM,4,1419005499,cngr,correct,4,0
1,0.420216,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,5,0
1,0.423719,3,3,3,0,NA,3,DM,4,1419005499,cngr,correct,6,0
1,0.383873,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,7,0
1,0.416431,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,8,0
1,0.431272,3,3,3,0,NA,3,DM,4,1419005499,cngr,correct,9,0
1,0.388219,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,10,0
1,0.452854,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,11,0
-1,Inf,0,2,2,1,NA,112,DM,4,1419005499,intf,noresp,12,1
1,0.438928,3,3,3,1,NA,3,DM,4,1419005499,cngr,correct,13,1
1,0.447155,3,3,3,0,NA,3,DM,4,1419005499,cngr,correct,14,0
1,0.431424,3,3,3,0,NA,3,DM,4,1419005499,cngr,correct,15,0
1,0.515268,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,16,0
1,0.487412,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,17,0
1,0.42177,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,18,0
1,0.456164,2,2,1,1,0,20,DM,4,1419005499,nbk,correct,19,1
1,0.469532,1,1,1,0,0,100,DM,4,1419005499,nbk,correct,20,0
1,0.433366,1,1,1,0,0,100,DM,4,1419005499,nbk,correct,21,0
1,0.66068,1,1,1,0,1,XXX,DM,4,1419005499,nbk,correct,22,0
1,0.756089,1,1,1,0,1,XXX,DM,4,1419005499,nbk,correct,23,0
1,0.489108,1,1,1,0,0,100,DM,4,1419005499,nbk,correct,24,0
1,0.413657,2,2,3,1,NA,20,DM,4,1419005499,cngr,correct,25,1
-1,Inf,0,3,2,1,NA,322,DM,4,1419005499,intf,noresp,26,1
1,0.956317,3,3,2,0,NA,131,DM,4,1419005499,intf,correct,27,0
1,0.769183,3,3,2,0,NA,131,DM,4,1419005499,intf,correct,28,0
1,0.794191,3,3,2,0,NA,322,DM,4,1419005499,intf,correct,29,0
1,0.689471,1,1,2,0,NA,221,DM,4,1419005499,intf,correct,30,0
1,0.717587,2,2,2,0,NA,112,DM,4,1419005499,intf,correct,31,0
1,0.484951,2,2,1,1,0,20,DM,4,1419005499,nbk,correct,32,1
1,0.521721,1,1,1,0,0,100,DM,4,1419005499,nbk,correct,33,0
0,0.677044,1,2,1,0,1,XXX,DM,4,1419005499,nbk,wrong,34,0
1,0.785341,1,1,3,1,NA,100,DM,4,1419005499,cngr,correct,35,1
1,0.426507,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,36,0
1,0.434175,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,37,0
1,0.489723,2,2,1,1,0,20,DM,4,1419005499,nbk,correct,38,1
1,0.488803,2,2,1,0,0,20,DM,4,1419005499,nbk,correct,39,0
1,0.48019,2,2,1,0,0,20,DM,4,1419005499,nbk,correct,40,0
1,0.650319,2,2,1,0,1,XXX,DM,4,1419005499,nbk,correct,41,0
1,0.419411,1,1,1,0,0,100,DM,4,1419005499,nbk,correct,42,0
1,0.41223,1,1,1,0,0,100,DM,4,1419005499,nbk,correct,43,0
0,0.609597,1,2,1,0,1,XXX,DM,4,1419005499,nbk,wrong,44,0
1,0.595245,3,3,1,0,0,3,DM,4,1419005499,nbk,correct,45,0
1,0.451149,3,3,1,0,0,3,DM,4,1419005499,nbk,correct,46,0
1,0.529614,3,3,1,0,1,XXX,DM,4,1419005499,nbk,correct,47,0
1,0.857966,2,2,2,1,NA,233,DM,4,1419005499,intf,correct,48,1
1,0.84715,1,1,2,0,NA,313,DM,4,1419005499,intf,correct,49,0
1,0.488591,1,1,1,1,0,100,DM,4,1419005499,nbk,correct,50,1
1,0.432268,1,1,1,0,0,100,DM,4,1419005499,nbk,correct,51,0
0,0.609828,1,3,1,0,1,XXX,DM,4,1419005499,nbk,wrong,52,0
0,0.617435,1,2,1,0,1,XXX,DM,4,1419005499,nbk,wrong,53,0
1,0.556198,3,3,1,0,0,3,DM,4,1419005499,nbk,correct,54,0
1,0.504813,2,2,1,0,0,20,DM,4,1419005499,nbk,correct,55,0
1,0.434216,2,2,1,0,0,20,DM,4,1419005499,nbk,correct,56,0
1,0.882314,2,2,2,1,NA,112,DM,4,1419005499,intf,correct,57,1
1,0.727823,1,1,2,0,NA,313,DM,4,1419005499,intf,correct,58,0
1,0.745971,1,1,2,0,NA,221,DM,4,1419005499,intf,correct,59,0
1,0.753677,1,1,2,0,NA,313,DM,4,1419005499,intf,correct,60,0
1,0.430451,1,1,1,1,0,100,DM,4,1419005499,nbk,correct,61,1
1,0.504425,3,3,1,0,0,3,DM,4,1419005499,nbk,correct,62,0
0,0.405377,3,1,1,0,1,XXX,DM,4,1419005499,nbk,wrong,63,0
0,0.585578,3,1,1,0,1,XXX,DM,4,1419005499,nbk,wrong,64,0
1,0.472363,3,3,1,0,0,3,DM,4,1419005499,nbk,correct,65,0
1,0.419235,2,2,1,0,0,20,DM,4,1419005499,nbk,correct,66,0
1,0.751698,3,3,2,1,NA,322,DM,4,1419005499,intf,correct,67,1
1,0.722904,1,1,2,0,NA,313,DM,4,1419005499,intf,correct,68,0
1,0.618161,1,1,2,0,NA,221,DM,4,1419005499,intf,correct,69,0
1,0.806263,3,3,2,0,NA,322,DM,4,1419005499,intf,correct,70,0
0,0.845009,1,2,2,0,NA,233,DM,4,1419005499,intf,wrong,71,0
1,0.721098,3,3,2,0,NA,322,DM,4,1419005499,intf,correct,72,0
1,0.926753,2,2,2,0,NA,112,DM,4,1419005499,intf,correct,73,0
1,0.435511,3,3,1,1,0,3,DM,4,1419005499,nbk,correct,74,1
1,0.450897,3,3,1,0,0,3,DM,4,1419005499,nbk,correct,75,0
1,0.586216,3,3,1,0,1,XXX,DM,4,1419005499,nbk,correct,76,0
1,0.552536,2,2,1,0,0,20,DM,4,1419005499,nbk,correct,77,0
1,0.449246,3,3,1,0,0,3,DM,4,1419005499,nbk,correct,78,0
1,0.450068,2,2,3,1,NA,20,DM,4,1419005499,cngr,correct,79,1
1,0.384532,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,80,0
1,0.456906,3,3,3,0,NA,3,DM,4,1419005499,cngr,correct,81,0
1,0.370292,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,82,0
1,0.429402,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,83,0
1,0.458622,3,3,3,0,NA,3,DM,4,1419005499,cngr,correct,84,0
0,0.780798,2,3,2,1,NA,131,DM,4,1419005499,intf,wrong,85,1
1,0.741396,3,3,3,1,NA,3,DM,4,1419005499,cngr,correct,86,1
-1,Inf,0,3,3,0,NA,3,DM,4,1419005499,cngr,noresp,87,0
1,0.424383,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,88,0
1,0.430782,1,1,1,1,0,100,DM,4,1419005499,nbk,correct,89,1
1,0.817605,3,3,2,1,NA,322,DM,4,1419005499,intf,correct,90,1
1,0.829694,2,2,2,0,NA,112,DM,4,1419005499,intf,correct,91,0
1,0.70457,2,2,2,0,NA,112,DM,4,1419005499,intf,correct,92,0
1,0.795014,3,3,2,0,NA,131,DM,4,1419005499,intf,correct,93,0
1,0.567009,3,3,2,0,NA,131,DM,4,1419005499,intf,correct,94,0
1,0.727274,1,1,2,0,NA,221,DM,4,1419005499,intf,correct,95,0
0,0.880515,3,1,2,0,NA,313,DM,4,1419005499,intf,wrong,96,0
1,0.643929,2,2,2,0,NA,233,DM,4,1419005499,intf,correct,97,0
1,0.688246,2,2,2,0,NA,233,DM,4,1419005499,intf,correct,98,0
0,0.911931,3,2,2,0,NA,112,DM,4,1419005499,intf,wrong,99,0
1,0.684738,1,1,2,0,NA,313,DM,4,1419005499,intf,correct,100,0
1,0.718865,3,3,2,0,NA,322,DM,4,1419005499,intf,correct,101,0
1,0.378474,1,1,3,1,NA,100,DM,4,1419005499,cngr,correct,102,1
1,0.397038,3,3,3,0,NA,3,DM,4,1419005499,cngr,correct,103,0
1,0.45635,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,104,0
1,0.503385,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,105,0
1,0.468651,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,106,0
1,0.870307,1,1,2,1,NA,313,DM,4,1419005499,intf,correct,107,1
1,0.734537,3,3,2,0,NA,322,DM,4,1419005499,intf,correct,108,0
1,0.869959,2,2,2,0,NA,112,DM,4,1419005499,intf,correct,109,0
-1,Inf,0,1,2,0,NA,221,DM,4,1419005499,intf,noresp,110,0
1,0.696309,1,1,2,0,NA,313,DM,4,1419005499,intf,correct,111,0
1,0.82731,1,1,2,0,NA,221,DM,4,1419005499,intf,correct,112,0
1,0.973905,2,2,2,0,NA,233,DM,4,1419005499,intf,correct,113,0
1,0.489469,1,1,3,1,NA,100,DM,4,1419005499,cngr,correct,114,1
1,0.514303,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,115,0
1,0.409905,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,116,0
1,0.540151,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,117,0
1,0.463693,2,2,3,0,NA,20,DM,4,1419005499,cngr,correct,118,0
1,0.45109,3,3,3,0,NA,3,DM,4,1419005499,cngr,correct,119,0
1,0.509019,1,1,3,0,NA,100,DM,4,1419005499,cngr,correct,120,0
1,0.557131,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,1,0
1,0.448458,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,2,0
1,0.737914,2,2,1,1,0,20,DM,4,1419007530,nbk,correct,3,1
1,0.530054,2,2,1,0,0,20,DM,4,1419007530,nbk,correct,4,0
1,0.483532,1,1,1,0,0,100,DM,4,1419007530,nbk,correct,5,0
1,0.598733,1,1,1,0,0,100,DM,4,1419007530,nbk,correct,6,0
1,0.488506,1,1,1,0,0,100,DM,4,1419007530,nbk,correct,7,0
1,0.47551,1,1,1,0,1,XXX,DM,4,1419007530,nbk,correct,8,0
1,0.615514,1,1,1,0,0,100,DM,4,1419007530,nbk,correct,9,0
1,0.571773,3,3,1,0,0,3,DM,4,1419007530,nbk,correct,10,0
1,0.575298,1,1,1,0,0,100,DM,4,1419007530,nbk,correct,11,0
1,0.596109,3,3,1,0,0,3,DM,4,1419007530,nbk,correct,12,0
0,0.402411,1,3,1,0,1,XXX,DM,4,1419007530,nbk,wrong,13,0
1,0.532524,3,3,1,0,1,XXX,DM,4,1419007530,nbk,correct,14,0
1,0.598743,2,2,1,0,0,20,DM,4,1419007530,nbk,correct,15,0
-1,Inf,0,2,2,1,NA,112,DM,4,1419007530,intf,noresp,16,1
0,0.810068,2,3,2,0,NA,131,DM,4,1419007530,intf,wrong,17,0
1,0.671024,3,3,2,0,NA,322,DM,4,1419007530,intf,correct,18,0
0,0.847262,1,2,2,0,NA,112,DM,4,1419007530,intf,wrong,19,0
0,0.888264,2,1,2,0,NA,313,DM,4,1419007530,intf,wrong,20,0
1,0.607442,1,1,2,0,NA,221,DM,4,1419007530,intf,correct,21,0
1,0.672922,1,1,2,0,NA,313,DM,4,1419007530,intf,correct,22,0
1,0.636572,1,1,2,0,NA,221,DM,4,1419007530,intf,correct,23,0
1,0.518485,3,3,1,1,0,3,DM,4,1419007530,nbk,correct,24,1
1,0.507104,2,2,1,0,0,20,DM,4,1419007530,nbk,correct,25,0
-1,Inf,0,3,1,0,1,XXX,DM,4,1419007530,nbk,noresp,26,0
0,0.648787,2,3,1,0,1,XXX,DM,4,1419007530,nbk,wrong,27,0
1,0.653433,3,3,1,0,0,3,DM,4,1419007530,nbk,correct,28,0
1,0.488539,1,1,1,0,0,100,DM,4,1419007530,nbk,correct,29,0
1,0.782874,3,3,1,0,0,3,DM,4,1419007530,nbk,correct,30,0
1,0.478181,1,1,1,0,0,100,DM,4,1419007530,nbk,correct,31,0
0,0.420119,3,2,1,0,1,XXX,DM,4,1419007530,nbk,wrong,32,0
1,0.550803,2,2,1,0,0,20,DM,4,1419007530,nbk,correct,33,0
1,0.84526,3,3,1,0,0,3,DM,4,1419007530,nbk,correct,34,0
1,0.475163,2,2,1,0,0,20,DM,4,1419007530,nbk,correct,35,0
0,0.333116,3,1,1,0,1,XXX,DM,4,1419007530,nbk,wrong,36,0
1,0.604585,2,2,1,0,0,20,DM,4,1419007530,nbk,correct,37,0
1,0.454249,3,3,1,0,0,3,DM,4,1419007530,nbk,correct,38,0
1,0.42183,3,3,3,1,NA,3,DM,4,1419007530,cngr,correct,39,1
1,0.433753,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,40,0
1,0.413319,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,41,0
1,0.410955,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,42,0
1,0.398271,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,43,0
1,0.391988,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,44,0
1,0.389611,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,45,0
1,0.434941,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,46,0
1,0.355328,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,47,0
1,0.348365,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,48,0
1,0.353204,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,49,0
1,0.338085,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,50,0
1,0.531586,3,3,1,1,0,3,DM,4,1419007530,nbk,correct,51,1
-1,Inf,0,2,2,1,NA,233,DM,4,1419007530,intf,noresp,52,1
1,0.726139,3,3,2,0,NA,322,DM,4,1419007530,intf,correct,53,0
1,0.71887,1,1,2,0,NA,313,DM,4,1419007530,intf,correct,54,0
1,0.705715,1,1,2,0,NA,313,DM,4,1419007530,intf,correct,55,0
1,0.591048,2,2,2,0,NA,233,DM,4,1419007530,intf,correct,56,0
1,0.378073,1,1,3,1,NA,100,DM,4,1419007530,cngr,correct,57,1
1,0.430575,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,58,0
1,0.443467,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,59,0
1,0.388374,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,60,0
1,0.429934,1,1,1,1,0,100,DM,4,1419007530,nbk,correct,61,1
1,0.561086,3,3,1,0,0,3,DM,4,1419007530,nbk,correct,62,0
-1,Inf,0,3,2,1,NA,322,DM,4,1419007530,intf,noresp,63,1
1,0.895302,3,3,2,0,NA,322,DM,4,1419007530,intf,correct,64,0
1,0.786928,1,1,1,1,0,100,DM,4,1419007530,nbk,correct,65,1
1,0.689918,2,2,1,0,0,20,DM,4,1419007530,nbk,correct,66,0
1,0.408514,1,1,1,0,1,XXX,DM,4,1419007530,nbk,correct,67,0
1,0.52715,1,1,1,0,0,100,DM,4,1419007530,nbk,correct,68,0
1,0.452455,3,3,3,1,NA,3,DM,4,1419007530,cngr,correct,69,1
1,0.398961,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,70,0
1,0.411705,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,71,0
1,0.399328,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,72,0
1,0.443483,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,73,0
1,0.529358,3,3,1,1,0,3,DM,4,1419007530,nbk,correct,74,1
1,0.548294,1,1,1,0,0,100,DM,4,1419007530,nbk,correct,75,0
1,0.953718,3,3,2,1,NA,131,DM,4,1419007530,intf,correct,76,1
1,0.717867,2,2,2,0,NA,112,DM,4,1419007530,intf,correct,77,0
1,0.628971,3,3,2,0,NA,322,DM,4,1419007530,intf,correct,78,0
1,0.799152,3,3,3,1,NA,3,DM,4,1419007530,cngr,correct,79,1
1,0.435744,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,80,0
1,0.582713,1,1,2,1,NA,221,DM,4,1419007530,intf,correct,81,1
1,0.860634,1,1,2,0,NA,221,DM,4,1419007530,intf,correct,82,0
0,0.945436,1,2,2,0,NA,233,DM,4,1419007530,intf,wrong,83,0
1,0.790162,1,1,2,0,NA,313,DM,4,1419007530,intf,correct,84,0
1,0.644573,1,1,2,0,NA,221,DM,4,1419007530,intf,correct,85,0
1,0.659726,3,3,2,0,NA,131,DM,4,1419007530,intf,correct,86,0
1,0.671304,2,2,1,1,0,20,DM,4,1419007530,nbk,correct,87,1
1,0.58394,2,2,1,0,0,20,DM,4,1419007530,nbk,correct,88,0
1,0.527385,2,2,3,1,NA,20,DM,4,1419007530,cngr,correct,89,1
1,0.473724,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,90,0
1,0.429161,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,91,0
1,0.405285,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,92,0
1,0.756448,2,2,2,1,NA,112,DM,4,1419007530,intf,correct,93,1
1,0.917472,2,2,2,0,NA,233,DM,4,1419007530,intf,correct,94,0
1,0.592138,1,1,3,1,NA,100,DM,4,1419007530,cngr,correct,95,1
1,0.484134,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,96,0
1,0.731662,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,97,0
1,0.388893,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,98,0
1,0.713249,3,3,2,1,NA,131,DM,4,1419007530,intf,correct,99,1
1,0.592799,3,3,2,0,NA,322,DM,4,1419007530,intf,correct,100,0
1,0.83676,2,2,2,0,NA,112,DM,4,1419007530,intf,correct,101,0
1,0.712723,2,2,2,0,NA,112,DM,4,1419007530,intf,correct,102,0
-1,Inf,0,2,2,0,NA,233,DM,4,1419007530,intf,noresp,103,0
1,0.744269,2,2,2,0,NA,112,DM,4,1419007530,intf,correct,104,0
1,0.621293,2,2,2,0,NA,233,DM,4,1419007530,intf,correct,105,0
1,0.595306,2,2,1,1,0,20,DM,4,1419007530,nbk,correct,106,1
1,0.538262,2,2,3,1,NA,20,DM,4,1419007530,cngr,correct,107,1
1,0.514744,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,108,0
1,0.395352,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,109,0
1,0.488419,2,2,3,0,NA,20,DM,4,1419007530,cngr,correct,110,0
1,0.519301,3,3,3,0,NA,3,DM,4,1419007530,cngr,correct,111,0
1,0.429101,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,112,0
1,0.358301,1,1,3,0,NA,100,DM,4,1419007530,cngr,correct,113,0
1,0.642576,3,3,2,1,NA,131,DM,4,1419007530,intf,correct,114,1
1,0.80003,1,1,2,0,NA,313,DM,4,1419007530,intf,correct,115,0
1,0.820573,3,3,2,0,NA,131,DM,4,1419007530,intf,correct,116,0
1,0.807204,1,1,2,0,NA,313,DM,4,1419007530,intf,correct,117,0
1,0.801934,1,1,2,0,NA,221,DM,4,1419007530,intf,correct,118,0
1,0.665853,3,3,2,0,NA,322,DM,4,1419007530,intf,correct,119,0
1,0.627615,1,1,2,0,NA,313,DM,4,1419007530,intf,correct,120,0
1,0.962358,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,1,0
1,0.764362,3,3,1,0,0,3,JenF,1,2.01501E+11,nbk,correct,2,0
-1,Inf,0,1,1,0,1,XXX,JenF,1,2.01501E+11,nbk,noresp,3,0
1,0.531205,3,3,1,0,0,3,JenF,1,2.01501E+11,nbk,correct,4,0
1,0.570021,3,3,1,0,0,3,JenF,1,2.01501E+11,nbk,correct,5,0
1,0.45885,3,3,1,0,1,XXX,JenF,1,2.01501E+11,nbk,correct,6,0
1,0.669933,2,2,1,0,0,20,JenF,1,2.01501E+11,nbk,correct,7,0
1,0.545637,3,3,1,0,0,3,JenF,1,2.01501E+11,nbk,correct,8,0
1,0.580046,2,2,1,0,1,XXX,JenF,1,2.01501E+11,nbk,correct,9,0
1,0.724964,3,3,1,0,1,XXX,JenF,1,2.01501E+11,nbk,correct,10,0
1,0.529479,2,2,1,0,0,20,JenF,1,2.01501E+11,nbk,correct,11,0
1,0.545108,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,12,0
1,0.539689,2,2,1,0,1,XXX,JenF,1,2.01501E+11,nbk,correct,13,0
1,0.981354,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,14,0
1,0.488971,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,15,0
-1,Inf,0,2,1,0,0,20,JenF,1,2.01501E+11,nbk,noresp,16,0
-1,Inf,0,1,1,0,1,XXX,JenF,1,2.01501E+11,nbk,noresp,17,0
1,0.508723,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,18,0
1,0.718287,3,3,1,0,0,3,JenF,1,2.01501E+11,nbk,correct,19,0
1,0.834718,1,1,1,0,1,XXX,JenF,1,2.01501E+11,nbk,correct,20,0
1,0.58975,2,2,1,0,0,20,JenF,1,2.01501E+11,nbk,correct,21,0
-1,Inf,0,2,1,0,0,20,JenF,1,2.01501E+11,nbk,noresp,22,0
1,0.951839,2,2,1,0,1,XXX,JenF,1,2.01501E+11,nbk,correct,23,0
1,0.545953,2,2,1,0,0,20,JenF,1,2.01501E+11,nbk,correct,24,0
1,0.541508,3,3,1,0,0,3,JenF,1,2.01501E+11,nbk,correct,25,0
1,0.513413,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,26,0
0,0.700484,1,3,1,0,1,XXX,JenF,1,2.01501E+11,nbk,wrong,27,0
-1,Inf,0,1,1,0,1,XXX,JenF,1,2.01501E+11,nbk,noresp,28,0
1,0.526599,3,3,1,0,0,3,JenF,1,2.01501E+11,nbk,correct,29,0
1,0.455194,2,2,1,0,0,20,JenF,1,2.01501E+11,nbk,correct,30,0
1,0.423893,3,3,1,0,1,XXX,JenF,1,2.01501E+11,nbk,correct,31,0
1,0.427981,2,2,1,0,1,XXX,JenF,1,2.01501E+11,nbk,correct,32,0
1,0.477792,3,3,1,0,0,3,JenF,1,2.01501E+11,nbk,correct,33,0
1,0.467092,2,2,1,0,0,20,JenF,1,2.01501E+11,nbk,correct,34,0
1,0.595814,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,35,0
1,0.619921,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,36,0
1,0.65197,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,37,0
1,0.523519,1,1,1,0,0,100,JenF,1,2.01501E+11,nbk,correct,38,0
1,0.592785,2,2,1,0,0,20,JenF,1,2.01501E+11,nbk,correct,39,0
1,0.596049,3,3,1,0,0,3,JenF,1,2.01501E+11,nbk,correct,40,0
0,0.843422,2,3,2,0,NA,131,JenF,4,2.01501E+11,intf,wrong,1,0
-1,Inf,0,1,2,0,NA,221,JenF,4,2.01501E+11,intf,noresp,2,0
0,0.827174,1,2,2,0,NA,233,JenF,4,2.01501E+11,intf,wrong,3,0
1,0.575726,1,1,1,1,0,100,JenF,4,2.01501E+11,nbk,correct,4,1
1,0.678435,1,1,1,0,0,100,JenF,4,2.01501E+11,nbk,correct,5,0
1,0.520112,2,2,3,1,NA,20,JenF,4,2.01501E+11,cngr,correct,6,1
1,0.54294,1,1,3,0,NA,100,JenF,4,2.01501E+11,cngr,correct,7,0
1,0.945373,2,2,2,1,NA,112,JenF,4,2.01501E+11,intf,correct,8,1
1,0.825911,1,1,2,0,NA,313,JenF,4,2.01501E+11,intf,correct,9,0
1,0.747575,1,1,2,0,NA,221,JenF,4,2.01501E+11,intf,correct,10,0
1,0.879956,3,3,2,0,NA,322,JenF,4,2.01501E+11,intf,correct,11,0
1,0.663696,3,3,1,1,0,3,JenF,4,2.01501E+11,nbk,correct,12,1
1,0.477126,3,3,1,0,0,3,JenF,4,2.01501E+11,nbk,correct,13,0
1,0.548723,3,3,1,0,0,3,JenF,4,2.01501E+11,nbk,correct,14,0
1,0.927838,3,3,1,0,1,XXX,JenF,4,2.01501E+11,nbk,correct,15,0
1,0.862271,3,3,1,0,1,XXX,JenF,4,2.01501E+11,nbk,correct,16,0
1,0.661529,2,2,1,0,0,20,JenF,4,2.01501E+11,nbk,correct,17,0
1,0.491824,3,3,1,0,0,3,JenF,4,2.01501E+11,nbk,correct,18,0
