"seqCrct","seqRT","pushed","crctKey","tt","is_switch","is_probe","sequence","subj.blk","trial.type","response.type","trial"
1,0.511197,2,2,3,0,NA,"020","BTC_4_731942.805","cngr","correct",74
1,0.372175,2,2,3,0,NA,"020","BTC_4_731942.805","cngr","correct",75
1,0.519768,3,3,1,1,0,"003","BTC_4_731942.805","nbk","correct",76
1,0.417359,2,2,1,0,0,"020","BTC_4_731942.805","nbk","correct",77
1,0.416745,2,2,3,1,NA,"020","BTC_4_731942.805","cngr","correct",78
1,0.483203,3,3,3,0,NA,"003","BTC_4_731942.805","cngr","correct",79
1,0.496661,1,1,3,0,NA,"100","BTC_4_731942.805","cngr","correct",80
1,0.398247,2,2,3,0,NA,"020","BTC_4_731942.805","cngr","correct",81
1,0.405494,2,2,3,0,NA,"020","BTC_4_731942.805","cngr","correct",82
1,0.469895,3,3,3,0,NA,"003","BTC_4_731942.805","cngr","correct",83
1,0.491037,3,3,3,0,NA,"003","BTC_4_731942.805","cngr","correct",84
1,0.936053,3,3,2,1,NA,"322","BTC_4_731942.805","intf","correct",85
1,0.660928,1,1,2,0,NA,"221","BTC_4_731942.805","intf","correct",86
1,0.485596,3,3,3,1,NA,"003","BTC_4_731942.805","cngr","correct",87
1,0.459232,3,3,3,0,NA,"003","BTC_4_731942.805","cngr","correct",88
1,0.800657,3,3,2,1,NA,"322","BTC_4_731942.805","intf","correct",89
1,0.687053,1,1,2,0,NA,"221","BTC_4_731942.805","intf","correct",90
1,0.845668,2,2,2,0,NA,"233","BTC_4_731942.805","intf","correct",91
1,0.681943,2,2,2,0,NA,"233","BTC_4_731942.805","intf","correct",92
1,0.71374,2,2,2,0,NA,"233","BTC_4_731942.805","intf","correct",93
-1,Inf,0,2,2,0,NA,"112","BTC_4_731942.805","intf","noresp",94
1,0.599644,2,2,2,0,NA,"112","BTC_4_731942.805","intf","correct",95
1,0.712677,3,3,2,0,NA,"131","BTC_4_731942.805","intf","correct",96
1,0.587465,3,3,2,0,NA,"131","BTC_4_731942.805","intf","correct",97
-1,Inf,0,1,2,0,NA,"313","BTC_4_731942.805","intf","noresp",98
1,0.675976,2,2,2,0,NA,"233","BTC_4_731942.805","intf","correct",99
1,0.638703,2,2,2,0,NA,"233","BTC_4_731942.805","intf","correct",100
1,0.669472,3,3,2,0,NA,"131","BTC_4_731942.805","intf","correct",101
1,0.728331,1,1,2,0,NA,"221","BTC_4_731942.805","intf","correct",102
1,0.541456,1,1,2,0,NA,"221","BTC_4_731942.805","intf","correct",103
1,0.479208,3,3,3,1,NA,"003","BTC_4_731942.805","cngr","correct",104
1,0.492294,1,1,3,0,NA,"100","BTC_4_731942.805","cngr","correct",105
1,0.529067,2,2,3,0,NA,"020","BTC_4_731942.805","cngr","correct",106
1,0.535476,3,3,3,0,NA,"003","BTC_4_731942.805","cngr","correct",107
1,0.480576,2,2,1,1,0,"020","BTC_4_731942.805","nbk","correct",108
1,0.573779,3,3,1,0,0,"003","BTC_4_731942.805","nbk","correct",109
1,0.559019,1,1,1,0,0,"100","BTC_4_731942.805","nbk","correct",110
1,0.46505,1,1,1,0,0,"100","BTC_4_731942.805","nbk","correct",111
1,0.58302,1,1,1,0,1,"XXX","BTC_4_731942.805","nbk","correct",112
1,0.595969,3,3,1,0,0,"003","BTC_4_731942.805","nbk","correct",113
1,0.553721,1,1,1,0,0,"100","BTC_4_731942.805","nbk","correct",114
0,0.642116,1,3,1,0,1,"XXX","BTC_4_731942.805","nbk","wrong",115
1,0.849645,3,3,1,0,1,"XXX","BTC_4_731942.805","nbk","correct",116
1,0.50802,2,2,3,1,NA,"020","BTC_4_731942.805","cngr","correct",117
1,0.431241,1,1,3,0,NA,"100","BTC_4_731942.805","cngr","correct",118
1,0.524575,2,2,1,1,0,"020","BTC_4_731942.805","nbk","correct",119
1,0.666568,3,3,1,0,0,"003","BTC_4_731942.805","nbk","correct",120
1,0.580723,1,1,2,0,NA,"221","BTC_4_732448.4334","intf","correct",1
1,0.65981,1,1,2,0,NA,"313","BTC_4_732448.4334","intf","correct",2
1,0.62382,1,1,2,0,NA,"313","BTC_4_732448.4334","intf","correct",3
1,0.585762,2,2,2,0,NA,"233","BTC_4_732448.4334","intf","correct",4
1,0.502534,1,1,2,0,NA,"221","BTC_4_732448.4334","intf","correct",5
1,0.52867,3,3,3,1,NA,"003","BTC_4_732448.4334","cngr","correct",6
1,0.45821,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",7
1,0.451742,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",8
1,0.406243,1,1,1,1,0,"100","BTC_4_732448.4334","nbk","correct",9
1,0.432428,3,3,1,0,0,"003","BTC_4_732448.4334","nbk","correct",10
-1,Inf,0,1,1,0,1,"XXX","BTC_4_732448.4334","nbk","noresp",11
1,0.745771,3,3,2,1,NA,"322","BTC_4_732448.4334","intf","correct",12
1,0.662069,2,2,2,0,NA,"233","BTC_4_732448.4334","intf","correct",13
1,0.631744,1,1,2,0,NA,"221","BTC_4_732448.4334","intf","correct",14
1,0.649546,1,1,2,0,NA,"313","BTC_4_732448.4334","intf","correct",15
1,0.58781,2,2,2,0,NA,"233","BTC_4_732448.4334","intf","correct",16
1,0.432998,1,1,1,1,0,"100","BTC_4_732448.4334","nbk","correct",17
1,0.481698,3,3,1,0,0,"003","BTC_4_732448.4334","nbk","correct",18
1,0.545063,2,2,1,0,0,"020","BTC_4_732448.4334","nbk","correct",19
0,0.762,3,1,1,0,1,"XXX","BTC_4_732448.4334","nbk","wrong",20
1,0.455292,1,1,1,0,0,"100","BTC_4_732448.4334","nbk","correct",21
1,0.418629,2,2,1,0,0,"020","BTC_4_732448.4334","nbk","correct",22
0,0.580036,2,3,1,0,1,"XXX","BTC_4_732448.4334","nbk","wrong",23
1,0.472366,3,3,3,1,NA,"003","BTC_4_732448.4334","cngr","correct",24
1,0.408962,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",25
1,0.5482,3,3,3,0,NA,"003","BTC_4_732448.4334","cngr","correct",26
1,0.522565,2,2,1,1,0,"020","BTC_4_732448.4334","nbk","correct",27
1,0.528963,1,1,3,1,NA,"100","BTC_4_732448.4334","cngr","correct",28
1,0.498872,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",29
1,0.400894,1,1,1,1,0,"100","BTC_4_732448.4334","nbk","correct",30
1,0.47908,1,1,1,0,0,"100","BTC_4_732448.4334","nbk","correct",31
1,0.42877,1,1,1,0,0,"100","BTC_4_732448.4334","nbk","correct",32
-1,Inf,0,2,1,0,1,"XXX","BTC_4_732448.4334","nbk","noresp",33
1,0.572736,2,2,1,0,0,"020","BTC_4_732448.4334","nbk","correct",34
1,0.540234,3,3,3,1,NA,"003","BTC_4_732448.4334","cngr","correct",35
1,0.443728,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",36
1,0.529133,3,3,3,0,NA,"003","BTC_4_732448.4334","cngr","correct",37
1,0.482246,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",38
1,0.531689,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",39
1,0.591669,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",40
1,0.455074,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",41
1,0.516718,3,3,1,1,0,"003","BTC_4_732448.4334","nbk","correct",42
1,0.551685,1,1,1,0,0,"100","BTC_4_732448.4334","nbk","correct",43
1,0.474005,2,2,1,0,0,"020","BTC_4_732448.4334","nbk","correct",44
0,0.924122,3,2,1,0,1,"XXX","BTC_4_732448.4334","nbk","wrong",45
-1,Inf,0,2,1,0,1,"XXX","BTC_4_732448.4334","nbk","noresp",46
1,0.415828,3,3,1,0,0,"003","BTC_4_732448.4334","nbk","correct",47
1,0.455766,3,3,1,0,0,"003","BTC_4_732448.4334","nbk","correct",48
1,0.385977,3,3,1,0,0,"003","BTC_4_732448.4334","nbk","correct",49
0,0.573399,3,1,1,0,1,"XXX","BTC_4_732448.4334","nbk","wrong",50
1,0.475342,3,3,1,0,0,"003","BTC_4_732448.4334","nbk","correct",51
1,0.502254,2,2,1,0,0,"020","BTC_4_732448.4334","nbk","correct",52
-1,Inf,0,3,1,0,1,"XXX","BTC_4_732448.4334","nbk","noresp",53
1,0.507758,1,1,1,0,0,"100","BTC_4_732448.4334","nbk","correct",54
1,0.48695,2,2,1,0,0,"020","BTC_4_732448.4334","nbk","correct",55
1,0.443641,1,1,1,0,0,"100","BTC_4_732448.4334","nbk","correct",56
1,0.46231,1,1,1,0,0,"100","BTC_4_732448.4334","nbk","correct",57
1,0.395045,2,2,1,0,0,"020","BTC_4_732448.4334","nbk","correct",58
0,0.788968,2,3,2,1,NA,"131","BTC_4_732448.4334","intf","wrong",59
1,0.501808,3,3,1,1,0,"003","BTC_4_732448.4334","nbk","correct",60
1,0.548577,2,2,3,1,NA,"020","BTC_4_732448.4334","cngr","correct",61
1,0.441294,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",62
1,0.356223,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",63
1,0.647239,1,1,2,1,NA,"221","BTC_4_732448.4334","intf","correct",64
1,0.512797,3,3,3,1,NA,"003","BTC_4_732448.4334","cngr","correct",65
1,0.486372,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",66
1,0.555534,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",67
1,0.579204,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",68
1,0.509449,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",69
1,0.403193,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",70
1,0.41368,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",71
1,0.728266,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",72
1,0.466497,3,3,3,0,NA,"003","BTC_4_732448.4334","cngr","correct",73
1,0.505461,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",74
1,0.596517,3,3,3,0,NA,"003","BTC_4_732448.4334","cngr","correct",75
1,0.527487,3,3,3,0,NA,"003","BTC_4_732448.4334","cngr","correct",76
1,0.434741,3,3,3,0,NA,"003","BTC_4_732448.4334","cngr","correct",77
1,0.858874,2,2,2,1,NA,"233","BTC_4_732448.4334","intf","correct",78
1,0.575452,1,1,2,0,NA,"221","BTC_4_732448.4334","intf","correct",79
1,0.763137,2,2,2,0,NA,"112","BTC_4_732448.4334","intf","correct",80
1,0.710682,1,1,2,0,NA,"313","BTC_4_732448.4334","intf","correct",81
1,0.727501,3,3,2,0,NA,"131","BTC_4_732448.4334","intf","correct",82
1,0.522612,1,1,2,0,NA,"221","BTC_4_732448.4334","intf","correct",83
1,0.448256,2,2,1,1,0,"020","BTC_4_732448.4334","nbk","correct",84
1,0.765887,2,2,2,1,NA,"233","BTC_4_732448.4334","intf","correct",85
1,0.487147,2,2,1,1,0,"020","BTC_4_732448.4334","nbk","correct",86
1,0.753083,3,3,1,0,0,"003","BTC_4_732448.4334","nbk","correct",87
0,0.976621,2,1,1,0,1,"XXX","BTC_4_732448.4334","nbk","wrong",88
0,0.879943,3,2,1,0,1,"XXX","BTC_4_732448.4334","nbk","wrong",89
1,0.575522,3,3,1,0,0,"003","BTC_4_732448.4334","nbk","correct",90
-1,Inf,0,3,2,1,NA,"131","BTC_4_732448.4334","intf","noresp",91
1,0.698029,1,1,2,0,NA,"313","BTC_4_732448.4334","intf","correct",92
1,0.653391,3,3,2,0,NA,"322","BTC_4_732448.4334","intf","correct",93
1,0.526116,1,1,2,0,NA,"221","BTC_4_732448.4334","intf","correct",94
1,0.623869,3,3,2,0,NA,"322","BTC_4_732448.4334","intf","correct",95
1,0.779727,3,3,2,0,NA,"131","BTC_4_732448.4334","intf","correct",96
1,0.56611,3,3,2,0,NA,"322","BTC_4_732448.4334","intf","correct",97
1,0.812001,2,2,2,0,NA,"112","BTC_4_732448.4334","intf","correct",98
1,0.464698,3,3,2,0,NA,"131","BTC_4_732448.4334","intf","correct",99
1,0.816447,2,2,2,0,NA,"112","BTC_4_732448.4334","intf","correct",100
1,0.655535,3,3,2,0,NA,"322","BTC_4_732448.4334","intf","correct",101
1,0.586786,3,3,2,0,NA,"131","BTC_4_732448.4334","intf","correct",102
1,0.655839,1,1,2,0,NA,"221","BTC_4_732448.4334","intf","correct",103
1,0.464234,3,3,2,0,NA,"322","BTC_4_732448.4334","intf","correct",104
1,0.634666,3,3,2,0,NA,"322","BTC_4_732448.4334","intf","correct",105
1,0.794928,2,2,2,0,NA,"112","BTC_4_732448.4334","intf","correct",106
0,0.927752,2,1,2,0,NA,"313","BTC_4_732448.4334","intf","wrong",107
1,0.567588,1,1,3,1,NA,"100","BTC_4_732448.4334","cngr","correct",108
1,0.531323,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",109
1,0.519548,3,3,3,0,NA,"003","BTC_4_732448.4334","cngr","correct",110
1,0.464829,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",111
1,0.528575,2,2,3,0,NA,"020","BTC_4_732448.4334","cngr","correct",112
1,0.491835,3,3,3,0,NA,"003","BTC_4_732448.4334","cngr","correct",113
1,0.405614,1,1,3,0,NA,"100","BTC_4_732448.4334","cngr","correct",114
1,0.810974,2,2,2,1,NA,"112","BTC_4_732448.4334","intf","correct",115
1,0.780283,2,2,2,0,NA,"233","BTC_4_732448.4334","intf","correct",116
1,0.754896,2,2,2,0,NA,"112","BTC_4_732448.4334","intf","correct",117
1,0.661559,2,2,2,0,NA,"233","BTC_4_732448.4334","intf","correct",118
1,0.788692,2,2,3,1,NA,"020","BTC_4_732448.4334","cngr","correct",119
1,0.503986,3,3,3,0,NA,"003","BTC_4_732448.4334","cngr","correct",120
1,0.531508,3,3,1,0,0,"003","BTC_4_732963.6212","nbk","correct",1
1,0.50186,2,2,1,0,0,"020","BTC_4_732963.6212","nbk","correct",2
-1,Inf,0,2,2,1,NA,"112","BTC_4_732963.6212","intf","noresp",3
1,0.715887,3,3,2,0,NA,"322","BTC_4_732963.6212","intf","correct",4
1,0.541845,2,2,2,0,NA,"112","BTC_4_732963.6212","intf","correct",5
1,0.769399,1,1,2,0,NA,"313","BTC_4_732963.6212","intf","correct",6
0,0.616162,2,3,2,0,NA,"131","BTC_4_732963.6212","intf","wrong",7
1,0.503146,2,2,3,1,NA,"020","BTC_4_732963.6212","cngr","correct",8
1,0.514093,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",9
1,0.851235,2,2,2,1,NA,"233","BTC_4_732963.6212","intf","correct",10
1,0.595115,3,3,2,0,NA,"131","BTC_4_732963.6212","intf","correct",11
1,0.576131,2,2,2,0,NA,"233","BTC_4_732963.6212","intf","correct",12
1,0.73324,2,2,2,0,NA,"112","BTC_4_732963.6212","intf","correct",13
1,0.94488,1,1,2,0,NA,"313","BTC_4_732963.6212","intf","correct",14
1,0.825104,3,3,2,0,NA,"322","BTC_4_732963.6212","intf","correct",15
1,0.603662,2,2,2,0,NA,"112","BTC_4_732963.6212","intf","correct",16
1,0.723131,1,1,2,0,NA,"313","BTC_4_732963.6212","intf","correct",17
1,0.65675,2,2,2,0,NA,"233","BTC_4_732963.6212","intf","correct",18
1,0.79783,2,2,2,0,NA,"112","BTC_4_732963.6212","intf","correct",19
1,0.698328,3,3,2,0,NA,"322","BTC_4_732963.6212","intf","correct",20
1,0.71007,2,2,2,0,NA,"112","BTC_4_732963.6212","intf","correct",21
1,0.607264,2,2,1,1,0,"020","BTC_4_732963.6212","nbk","correct",22
1,0.542828,1,1,1,0,0,"100","BTC_4_732963.6212","nbk","correct",23
1,0.492187,3,3,3,1,NA,"003","BTC_4_732963.6212","cngr","correct",24
1,0.480665,2,2,3,0,NA,"020","BTC_4_732963.6212","cngr","correct",25
1,0.564322,2,2,3,0,NA,"020","BTC_4_732963.6212","cngr","correct",26
1,0.449667,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",27
1,0.428079,2,2,1,1,0,"020","BTC_4_732963.6212","nbk","correct",28
1,0.540783,3,3,1,0,0,"003","BTC_4_732963.6212","nbk","correct",29
-1,Inf,0,3,2,1,NA,"131","BTC_4_732963.6212","intf","noresp",30
1,0.679741,1,1,2,0,NA,"313","BTC_4_732963.6212","intf","correct",31
1,0.624615,1,1,2,0,NA,"221","BTC_4_732963.6212","intf","correct",32
1,0.332217,3,3,3,1,NA,"003","BTC_4_732963.6212","cngr","correct",33
0,0.293051,3,1,3,0,NA,"100","BTC_4_732963.6212","cngr","wrong",34
1,0.48707,2,2,3,0,NA,"020","BTC_4_732963.6212","cngr","correct",35
1,0.541377,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",36
1,0.466573,2,2,3,0,NA,"020","BTC_4_732963.6212","cngr","correct",37
1,0.428536,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",38
1,0.409447,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",39
1,0.522929,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",40
1,0.479567,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",41
1,0.476496,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",42
1,0.410643,2,2,3,0,NA,"020","BTC_4_732963.6212","cngr","correct",43
1,0.679948,1,1,2,1,NA,"313","BTC_4_732963.6212","intf","correct",44
1,0.651404,1,1,2,0,NA,"221","BTC_4_732963.6212","intf","correct",45
1,0.529446,1,1,2,0,NA,"313","BTC_4_732963.6212","intf","correct",46
1,0.654218,2,2,2,0,NA,"233","BTC_4_732963.6212","intf","correct",47
1,0.490319,1,1,2,0,NA,"221","BTC_4_732963.6212","intf","correct",48
1,0.541049,1,1,3,1,NA,"100","BTC_4_732963.6212","cngr","correct",49
1,0.521332,2,2,3,0,NA,"020","BTC_4_732963.6212","cngr","correct",50
1,0.497411,2,2,1,1,0,"020","BTC_4_732963.6212","nbk","correct",51
1,0.562416,3,3,1,0,0,"003","BTC_4_732963.6212","nbk","correct",52
1,0.522853,1,1,1,0,0,"100","BTC_4_732963.6212","nbk","correct",53
1,0.573916,1,1,1,0,0,"100","BTC_4_732963.6212","nbk","correct",54
1,0.568398,3,3,1,0,0,"003","BTC_4_732963.6212","nbk","correct",55
1,0.457978,2,2,1,0,0,"020","BTC_4_732963.6212","nbk","correct",56
1,0.454027,2,2,1,0,0,"020","BTC_4_732963.6212","nbk","correct",57
1,0.466693,2,2,1,0,1,"XXX","BTC_4_732963.6212","nbk","correct",58
1,0.538745,2,2,3,1,NA,"020","BTC_4_732963.6212","cngr","correct",59
1,0.407757,2,2,3,0,NA,"020","BTC_4_732963.6212","cngr","correct",60
1,0.56734,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",61
1,0.455074,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",62
1,0.4738,2,2,3,0,NA,"020","BTC_4_732963.6212","cngr","correct",63
1,0.458498,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",64
1,0.4671,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",65
1,0.382621,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",66
1,0.473421,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",67
1,0.68883,1,1,2,1,NA,"221","BTC_4_732963.6212","intf","correct",68
-1,Inf,0,2,2,0,NA,"233","BTC_4_732963.6212","intf","noresp",69
1,0.754722,3,3,2,0,NA,"322","BTC_4_732963.6212","intf","correct",70
1,0.541923,3,3,2,0,NA,"322","BTC_4_732963.6212","intf","correct",71
1,0.968956,1,1,2,0,NA,"313","BTC_4_732963.6212","intf","correct",72
1,0.578716,3,3,2,0,NA,"322","BTC_4_732963.6212","intf","correct",73
1,0.382217,1,1,3,1,NA,"100","BTC_4_732963.6212","cngr","correct",74
1,0.454027,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",75
1,0.357237,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",76
1,0.400663,2,2,3,0,NA,"020","BTC_4_732963.6212","cngr","correct",77
1,0.497122,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",78
1,0.447583,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",79
1,0.413201,1,1,3,0,NA,"100","BTC_4_732963.6212","cngr","correct",80
1,0.554447,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",81
1,0.432141,2,2,1,1,0,"020","BTC_4_732963.6212","nbk","correct",82
1,0.500141,3,3,1,0,0,"003","BTC_4_732963.6212","nbk","correct",83
1,0.550273,1,1,1,0,0,"100","BTC_4_732963.6212","nbk","correct",84
0,0.884126,3,1,1,0,1,"XXX","BTC_4_732963.6212","nbk","wrong",85
1,0.539769,2,2,1,0,0,"020","BTC_4_732963.6212","nbk","correct",86
1,0.365493,1,1,1,0,0,"100","BTC_4_732963.6212","nbk","correct",87
-1,Inf,0,3,1,0,1,"XXX","BTC_4_732963.6212","nbk","noresp",88
1,0.457457,2,2,1,0,0,"020","BTC_4_732963.6212","nbk","correct",89
1,0.457662,1,1,1,0,0,"100","BTC_4_732963.6212","nbk","correct",90
1,0.547692,1,1,1,0,0,"100","BTC_4_732963.6212","nbk","correct",91
1,0.622351,3,3,1,0,0,"003","BTC_4_732963.6212","nbk","correct",92
-1,Inf,0,3,1,0,1,"XXX","BTC_4_732963.6212","nbk","noresp",93
1,0.769657,1,1,2,1,NA,"221","BTC_4_732963.6212","intf","correct",94
1,0.784373,3,3,2,0,NA,"131","BTC_4_732963.6212","intf","correct",95
1,0.697265,2,2,2,0,NA,"233","BTC_4_732963.6212","intf","correct",96
1,0.804939,3,3,2,0,NA,"131","BTC_4_732963.6212","intf","correct",97
1,0.622476,1,1,2,0,NA,"221","BTC_4_732963.6212","intf","correct",98
1,0.466825,3,3,1,1,0,"003","BTC_4_732963.6212","nbk","correct",99
1,0.614564,1,1,2,1,NA,"221","BTC_4_732963.6212","intf","correct",100
1,0.724421,2,2,2,0,NA,"233","BTC_4_732963.6212","intf","correct",101
1,0.607372,3,3,2,0,NA,"131","BTC_4_732963.6212","intf","correct",102
1,0.491086,1,1,1,1,0,"100","BTC_4_732963.6212","nbk","correct",103
1,0.452099,2,2,1,0,0,"020","BTC_4_732963.6212","nbk","correct",104
-1,Inf,0,3,1,0,1,"XXX","BTC_4_732963.6212","nbk","noresp",105
1,0.460717,2,2,3,1,NA,"020","BTC_4_732963.6212","cngr","correct",106
1,0.539458,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",107
1,0.482764,1,1,1,1,0,"100","BTC_4_732963.6212","nbk","correct",108
1,0.447096,1,1,1,0,0,"100","BTC_4_732963.6212","nbk","correct",109
0,0.826262,1,3,1,0,1,"XXX","BTC_4_732963.6212","nbk","wrong",110
0,0.703085,1,2,1,0,1,"XXX","BTC_4_732963.6212","nbk","wrong",111
1,0.547323,1,1,1,0,0,"100","BTC_4_732963.6212","nbk","correct",112
1,0.491778,3,3,1,0,0,"003","BTC_4_732963.6212","nbk","correct",113
1,0.83912,1,1,1,0,1,"XXX","BTC_4_732963.6212","nbk","correct",114
1,0.506512,3,3,1,0,0,"003","BTC_4_732963.6212","nbk","correct",115
1,0.413945,3,3,1,0,0,"003","BTC_4_732963.6212","nbk","correct",116
0,0.460996,3,2,1,0,1,"XXX","BTC_4_732963.6212","nbk","wrong",117
1,0.440931,2,2,3,1,NA,"020","BTC_4_732963.6212","cngr","correct",118
1,0.480199,3,3,3,0,NA,"003","BTC_4_732963.6212","cngr","correct",119
0,0.847635,1,3,2,1,NA,"131","BTC_4_732963.6212","intf","wrong",120
1,0.900234,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",1
1,0.749559,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",2
1,0.639625,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",3
1,0.550337,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",4
1,0.596961,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",5
1,0.523501,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",6
1,0.808041,2,2,1,0,1,"XXX","DM_1_1419004666.92","nbk","correct",7
1,0.598377,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",8
0,0.782762,3,2,1,0,1,"XXX","DM_1_1419004666.92","nbk","wrong",9
1,0.534805,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",10
0,0.735697,3,2,1,0,1,"XXX","DM_1_1419004666.92","nbk","wrong",11
1,0.510102,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",12
1,0.562271,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",13
0,0.685468,3,1,1,0,1,"XXX","DM_1_1419004666.92","nbk","wrong",14
1,0.489796,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",15
1,0.489594,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",16
0,0.785171,1,3,1,0,1,"XXX","DM_1_1419004666.92","nbk","wrong",17
1,0.503913,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",18
0,0.676844,2,3,1,0,1,"XXX","DM_1_1419004666.92","nbk","wrong",19
1,0.545963,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",20
0,0.508125,2,3,1,0,1,"XXX","DM_1_1419004666.92","nbk","wrong",21
1,0.47782,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",22
1,0.572382,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",23
1,0.54111,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",24
1,0.630765,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",25
1,0.550856,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",26
1,0.504548,3,3,1,0,0,"003","DM_1_1419004666.92","nbk","correct",27
1,0.569187,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",28
1,0.496684,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",29
1,0.532331,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",30
0,0.66526,2,1,1,0,1,"XXX","DM_1_1419004666.92","nbk","wrong",31
1,0.499139,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",32
1,0.394113,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",33
1,0.480035,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",34
1,0.528112,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",35
1,0.467519,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",36
1,0.447351,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",37
1,0.51066,1,1,1,0,0,"100","DM_1_1419004666.92","nbk","correct",38
1,0.450763,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",39
1,0.417373,2,2,1,0,0,"020","DM_1_1419004666.92","nbk","correct",40
-1,Inf,0,2,2,0,NA,"233","DM_2_1419004843.783","intf","noresp",1
0,0.823507,2,1,2,0,NA,"313","DM_2_1419004843.783","intf","wrong",2
-1,Inf,0,3,2,0,NA,"131","DM_2_1419004843.783","intf","noresp",3
0,0.644938,3,2,2,0,NA,"112","DM_2_1419004843.783","intf","wrong",4
0,0.623209,1,3,2,0,NA,"322","DM_2_1419004843.783","intf","wrong",5
0,0.57854,3,2,2,0,NA,"112","DM_2_1419004843.783","intf","wrong",6
0,0.747175,3,2,2,0,NA,"112","DM_2_1419004843.783","intf","wrong",7
0,0.478261,2,1,2,0,NA,"313","DM_2_1419004843.783","intf","wrong",8
0,0.573516,1,3,2,0,NA,"322","DM_2_1419004843.783","intf","wrong",9
