-1,Inf,0,3,1,0,0
-1,Inf,0,2,1,0,0
-1,Inf,0,2,1,0,1
-1,Inf,0,2,1,0,1
-1,Inf,0,1,1,0,0
1,0.8120746612548828,3,3,1,0,0
-1,Inf,0,3,1,0,1
-1,Inf,0,3,1,0,1
1,0.8469786643981934,1,1,3,1,NA
1,0.8341693878173828,1,1,3,0,NA
1,0.6235051155090332,1,1,3,0,NA
1,0.6184391975402832,3,3,3,0,NA
1,0.4925937652587891,1,1,3,0,NA
1,0.598336935043335,3,3,3,0,NA
1,0.6141657829284668,2,2,3,0,NA
1,0.5913805961608887,2,2,3,0,NA
-1,Inf,0,3,2,1,NA
1,0.6820194721221924,3,3,1,1,0
1,0.8325307369232178,3,3,1,0,0
1,0.8511989116668701,2,2,1,0,0
-1,Inf,0,1,1,0,0
1,0.8295185565948486,1,1,1,0,0
-1,Inf,0,1,2,1,NA
-1,Inf,0,3,2,0,NA
1,0.8574333190917969,1,1,2,0,NA
0,0.7199637889862061,3,2,2,0,NA
1,0.9636096954345703,3,3,2,0,NA
1,0.9207603931427002,3,3,2,0,NA
-1,Inf,0,1,2,0,NA
1,0.7850766181945801,1,1,3,1,NA
1,0.6314373016357422,2,2,1,1,0
1,0.5395307540893555,2,2,1,0,0
1,0.6668758392333984,3,3,1,0,0
-1,Inf,0,2,1,0,1
1,0.7837142944335938,1,1,1,0,0
1,0.808568000793457,1,1,1,0,0
1,0.614013671875,2,2,1,0,0
1,0.6448559761047363,1,1,1,0,1
1,0.6189811229705811,3,3,3,1,NA
1,0.6030917167663574,2,2,3,0,NA
1,0.5795788764953613,1,1,3,0,NA
1,0.5828020572662354,2,2,3,0,NA
1,0.5387945175170898,1,1,3,0,NA
1,0.5393164157867432,2,2,3,0,NA
1,0.4966995716094971,2,2,3,0,NA
1,0.5680418014526367,3,3,3,0,NA
1,0.6538078784942627,1,1,3,0,NA
1,0.7466473579406738,3,3,2,1,NA
1,0.7225432395935059,1,1,2,0,NA
1,0.5843300819396973,2,2,1,1,0
1,0.5007877349853516,1,1,1,0,0
0,0.9350941181182861,2,1,1,0,1
-1,Inf,0,1,1,0,1
1,0.9621729850769043,1,1,1,0,0
-1,Inf,0,1,2,1,NA
0,0.7844388484954834,1,2,2,0,NA
0,0.8070094585418701,1,3,2,0,NA
1,0.8433616161346436,1,1,2,0,NA
1,0.9309186935424805,2,2,2,0,NA
1,0.8348405361175537,3,3,2,0,NA
1,0.6866724491119385,2,2,1,1,0
1,0.6528518199920654,1,1,1,0,0
1,0.7719206809997559,2,2,1,0,0
1,0.6325957775115967,3,3,3,1,NA
1,0.5949938297271729,2,2,3,0,NA
1,0.5931169986724854,3,3,1,1,0
1,0.4590332508087158,1,1,1,0,0
1,0.4638431072235107,3,3,3,1,NA
1,0.499032735824585,1,1,3,0,NA
1,0.5440011024475098,2,2,3,0,NA
1,0.5341587066650391,2,2,3,0,NA
1,0.5409972667694092,2,2,3,0,NA
1,0.4651548862457275,2,2,3,0,NA
1,0.5624752044677734,3,3,3,0,NA
1,0.5841708183288574,1,1,3,0,NA
1,0.832026481628418,2,2,2,1,NA
1,0.7986118793487549,3,3,2,0,NA
1,0.6610617637634277,2,2,2,0,NA
-1,Inf,0,2,2,0,NA
-1,Inf,0,2,2,0,NA
-1,Inf,0,3,2,0,NA
1,0.8174524307250977,1,1,2,0,NA
1,0.7779624462127686,2,2,2,0,NA
-1,Inf,0,2,2,0,NA
1,0.8502979278564453,3,3,2,0,NA
1,0.895493745803833,1,1,2,0,NA
-1,Inf,0,1,2,0,NA
1,0.6821837425231934,2,2,1,1,0
1,0.8652896881103516,1,1,2,1,NA
1,0.7730717658996582,1,1,2,0,NA
1,0.7948641777038574,2,2,2,0,NA
1,0.7317211627960205,3,3,2,0,NA
1,0.8632783889770508,2,2,2,0,NA
1,0.6864099502563477,1,1,3,1,NA
1,0.4782509803771973,3,3,3,0,NA
1,0.446690559387207,1,1,3,0,NA
1,0.5067198276519775,3,3,3,0,NA
1,0.438138484954834,3,3,3,0,NA
1,0.4297940731048584,3,3,3,0,NA
1,0.6990954875946045,1,1,2,1,NA
1,0.7163035869598389,1,1,2,0,NA
1,0.627112865447998,2,2,3,1,NA
1,0.5114619731903076,2,2,3,0,NA
1,0.4135010242462158,1,1,3,0,NA
1,0.4709179401397705,3,3,3,0,NA
1,0.4592223167419434,3,3,3,0,NA
1,0.4514675140380859,1,1,1,1,0
1,0.4373779296875,3,3,1,0,0
1,0.7388896942138672,1,1,1,0,1
1,0.5380125045776367,2,2,1,0,0
1,0.5252134799957275,3,3,1,0,0
1,0.5992641448974609,3,3,1,0,0
1,0.3693125247955322,3,3,1,0,1
1,0.4737834930419922,3,3,1,0,0
0,0.8245701789855957,1,2,2,1,NA
0,0.9413292407989502,2,3,2,0,NA
1,0.6191909313201904,1,1,2,0,NA
1,0.6978440284729004,3,3,2,0,NA
1,0.8011326789855957,2,2,2,0,NA
1,0.6628696918487549,1,1,3,1,NA
