1,0.5571310520172119,2,2,3,0,NA
1,0.4484584331512451,3,3,3,0,NA
1,0.7379138469696045,2,2,1,1,0
1,0.5300543308258057,2,2,1,0,0
1,0.4835324287414551,1,1,1,0,0
1,0.5987327098846436,1,1,1,0,0
1,0.4885056018829346,1,1,1,0,0
1,0.4755096435546875,1,1,1,0,1
1,0.615513801574707,1,1,1,0,0
1,0.5717730522155762,3,3,1,0,0
1,0.5752975940704346,1,1,1,0,0
1,0.5961089134216309,3,3,1,0,0
0,0.4024105072021484,1,3,1,0,1
1,0.5325241088867188,3,3,1,0,1
1,0.5987434387207031,2,2,1,0,0
-1,Inf,0,2,2,1,NA
0,0.810067892074585,2,3,2,0,NA
1,0.6710236072540283,3,3,2,0,NA
0,0.8472616672515869,1,2,2,0,NA
0,0.8882644176483154,2,1,2,0,NA
1,0.6074421405792236,1,1,2,0,NA
1,0.6729223728179932,1,1,2,0,NA
1,0.6365716457366943,1,1,2,0,NA
1,0.5184850692749023,3,3,1,1,0
1,0.5071043968200684,2,2,1,0,0
-1,Inf,0,3,1,0,1
0,0.6487865447998047,2,3,1,0,1
1,0.6534326076507568,3,3,1,0,0
1,0.4885389804840088,1,1,1,0,0
1,0.7828743457794189,3,3,1,0,0
1,0.4781813621520996,1,1,1,0,0
0,0.4201192855834961,3,2,1,0,1
1,0.5508029460906982,2,2,1,0,0
1,0.8452601432800293,3,3,1,0,0
1,0.4751627445220947,2,2,1,0,0
0,0.333115816116333,3,1,1,0,1
1,0.6045846939086914,2,2,1,0,0
1,0.4542491436004639,3,3,1,0,0
1,0.4218299388885498,3,3,3,1,NA
1,0.4337527751922607,3,3,3,0,NA
1,0.4133191108703613,3,3,3,0,NA
1,0.4109549522399902,1,1,3,0,NA
1,0.3982706069946289,1,1,3,0,NA
1,0.3919880390167236,2,2,3,0,NA
1,0.3896105289459229,1,1,3,0,NA
1,0.4349408149719238,3,3,3,0,NA
1,0.3553276062011719,1,1,3,0,NA
1,0.3483650684356689,3,3,3,0,NA
1,0.3532044887542725,1,1,3,0,NA
1,0.3380849361419678,2,2,3,0,NA
1,0.531585693359375,3,3,1,1,0
-1,Inf,0,2,2,1,NA
1,0.7261388301849365,3,3,2,0,NA
1,0.7188699245452881,1,1,2,0,NA
1,0.7057147026062012,1,1,2,0,NA
1,0.5910484790802002,2,2,2,0,NA
1,0.37807297706604,1,1,3,1,NA
1,0.4305746555328369,2,2,3,0,NA
1,0.4434669017791748,2,2,3,0,NA
1,0.3883740901947021,2,2,3,0,NA
1,0.4299342632293701,1,1,1,1,0
1,0.5610857009887695,3,3,1,0,0
-1,Inf,0,3,2,1,NA
1,0.8953018188476562,3,3,2,0,NA
1,0.7869279384613037,1,1,1,1,0
1,0.6899178028106689,2,2,1,0,0
1,0.4085144996643066,1,1,1,0,1
1,0.5271496772766113,1,1,1,0,0
1,0.4524548053741455,3,3,3,1,NA
1,0.398961067199707,1,1,3,0,NA
1,0.4117050170898438,2,2,3,0,NA
1,0.3993275165557861,1,1,3,0,NA
1,0.4434828758239746,1,1,3,0,NA
1,0.5293576717376709,3,3,1,1,0
1,0.5482938289642334,1,1,1,0,0
1,0.9537184238433838,3,3,2,1,NA
1,0.7178666591644287,2,2,2,0,NA
1,0.6289710998535156,3,3,2,0,NA
1,0.7991516590118408,3,3,3,1,NA
1,0.4357435703277588,3,3,3,0,NA
1,0.5827133655548096,1,1,2,1,NA
1,0.8606340885162354,1,1,2,0,NA
0,0.9454364776611328,1,2,2,0,NA
1,0.7901623249053955,1,1,2,0,NA
1,0.6445732116699219,1,1,2,0,NA
1,0.6597261428833008,3,3,2,0,NA
1,0.6713039875030518,2,2,1,1,0
1,0.5839402675628662,2,2,1,0,0
1,0.5273845195770264,2,2,3,1,NA
1,0.473724365234375,1,1,3,0,NA
1,0.4291605949401855,1,1,3,0,NA
1,0.4052846431732178,2,2,3,0,NA
1,0.7564477920532227,2,2,2,1,NA
1,0.9174718856811523,2,2,2,0,NA
1,0.5921375751495361,1,1,3,1,NA
1,0.4841337203979492,2,2,3,0,NA
1,0.7316615581512451,3,3,3,0,NA
1,0.388892650604248,3,3,3,0,NA
1,0.7132494449615479,3,3,2,1,NA
1,0.5927987098693848,3,3,2,0,NA
1,0.8367595672607422,2,2,2,0,NA
1,0.7127234935760498,2,2,2,0,NA
-1,Inf,0,2,2,0,NA
1,0.7442693710327148,2,2,2,0,NA
1,0.6212925910949707,2,2,2,0,NA
1,0.5953056812286377,2,2,1,1,0
1,0.5382616519927979,2,2,3,1,NA
1,0.5147435665130615,3,3,3,0,NA
1,0.3953516483306885,2,2,3,0,NA
1,0.4884192943572998,2,2,3,0,NA
1,0.5193009376525879,3,3,3,0,NA
1,0.4291009902954102,1,1,3,0,NA
1,0.3583011627197266,1,1,3,0,NA
1,0.6425759792327881,3,3,2,1,NA
1,0.8000302314758301,1,1,2,0,NA
1,0.8205728530883789,3,3,2,0,NA
1,0.807204008102417,1,1,2,0,NA
1,0.8019342422485352,1,1,2,0,NA
1,0.6658525466918945,3,3,2,0,NA
1,0.6276147365570068,1,1,2,0,NA
