"seqCrct","seqRT","pushed","crctKey","tt","is_switch","is_probe","sequence","trialno","rsponset","subj","block","sttime","trial.type","response.type","trial"
1,0.699651,3,3,1,0,0,"003",1,3335680.033619,"10142","1","201502270807","nbk","correct",1
1,0.448275,3,3,1,0,0,"003",2,3335682.548397,"10142","1","201502270807","nbk","correct",2
-1,Inf,0,3,1,0,1,"XXX",3,3335685.04638,"10142","1","201502270807","nbk","noresp",3
1,0.680396,2,2,1,0,0,"020",4,3335687.544393,"10142","1","201502270807","nbk","correct",4
1,0.568929,2,2,1,0,0,"020",5,3335690.042388,"10142","1","201502270807","nbk","correct",5
1,1.322686,2,2,1,0,1,"XXX",6,3335692.540388,"10142","1","201502270807","nbk","correct",6
1,0.62373,1,1,1,0,0,"100",7,3335695.038381,"10142","1","201502270807","nbk","correct",7
1,0.512258,3,3,1,0,0,"003",8,3335697.536381,"10142","1","201502270807","nbk","correct",8
1,1.482175,1,1,1,0,1,"XXX",9,3335700.034377,"10142","1","201502270807","nbk","correct",9
1,0.704901,2,2,1,0,0,"020",10,3335702.549135,"10142","1","201502270807","nbk","correct",10
-1,Inf,0,1,1,0,0,"100",11,3335705.047136,"10142","1","201502270807","nbk","noresp",11
0,0.913445,1,2,1,0,1,"XXX",12,3335707.545147,"10142","1","201502270807","nbk","wrong",12
1,0.771434,2,2,1,0,0,"020",13,3335710.043144,"10142","1","201502270807","nbk","correct",13
1,0.937709,1,1,1,0,0,"100",14,3335712.541139,"10142","1","201502270807","nbk","correct",14
1,0.547856,1,1,1,0,0,"100",15,3335715.039136,"10142","1","201502270807","nbk","correct",15
1,1.023565,1,1,1,0,1,"XXX",16,3335717.537133,"10142","1","201502270807","nbk","correct",16
1,0.849611,1,1,1,0,0,"100",17,3335720.03513,"10142","1","201502270807","nbk","correct",17
1,0.645363,3,3,1,0,0,"003",18,3335722.533129,"10142","1","201502270807","nbk","correct",18
1,0.640887,3,3,1,0,0,"003",19,3335725.047893,"10142","1","201502270807","nbk","correct",19
0,1.085601,1,3,1,0,1,"XXX",20,3335727.545889,"10142","1","201502270807","nbk","wrong",20
1,0.819067,2,2,1,0,0,"020",21,3335730.043883,"10142","1","201502270807","nbk","correct",21
1,0.522738,2,2,1,0,0,"020",22,3335732.541882,"10142","1","201502270807","nbk","correct",22
1,0.689191,2,2,1,0,1,"XXX",23,3335735.039896,"10142","1","201502270807","nbk","correct",23
1,0.700642,2,2,1,0,0,"020",24,3335737.537893,"10142","1","201502270807","nbk","correct",24
1,0.826681,1,1,1,0,0,"100",25,3335740.035892,"10142","1","201502270807","nbk","correct",25
0,0.622647,1,2,1,0,1,"XXX",26,3335742.533878,"10142","1","201502270807","nbk","wrong",26
-1,Inf,0,1,1,0,1,"XXX",27,3335745.048645,"10142","1","201502270807","nbk","noresp",27
1,0.591255,3,3,1,0,0,"003",28,3335747.546639,"10142","1","201502270807","nbk","correct",28
1,0.51034,1,1,1,0,0,"100",29,3335750.044638,"10142","1","201502270807","nbk","correct",29
1,0.398711,3,3,1,0,1,"XXX",30,3335752.542647,"10142","1","201502270807","nbk","correct",30
-1,Inf,0,1,1,0,1,"XXX",31,3335755.040634,"10142","1","201502270807","nbk","noresp",31
1,0.43181,3,3,1,0,0,"003",32,3335757.538641,"10142","1","201502270807","nbk","correct",32
1,0.474389,1,1,1,0,0,"100",33,3335760.036632,"10142","1","201502270807","nbk","correct",33
1,1.443746,3,3,1,0,1,"XXX",34,3335762.534642,"10142","1","201502270807","nbk","correct",34
1,0.43631,2,2,1,0,0,"020",35,3335765.032627,"10142","1","201502270807","nbk","correct",35
1,0.47304,2,2,1,0,0,"020",1,3336230.347774,"10142","1","201502270819","nbk","correct",1
1,0.530156,2,2,1,0,0,"020",2,3336232.862534,"10142","1","201502270819","nbk","correct",2
1,0.38759,2,2,1,0,1,"XXX",3,3336235.360539,"10142","1","201502270819","nbk","correct",3
1,0.801789,3,3,1,0,0,"003",4,3336237.858545,"10142","1","201502270819","nbk","correct",4
1,0.628377,2,2,1,0,0,"020",5,3336240.356541,"10142","1","201502270819","nbk","correct",5
0,0.516788,2,3,1,0,1,"XXX",6,3336242.854538,"10142","1","201502270819","nbk","wrong",6
1,0.590584,1,1,1,0,0,"100",7,3336245.352537,"10142","1","201502270819","nbk","correct",7
1,0.75763,2,2,1,0,0,"020",8,3336247.850527,"10142","1","201502270819","nbk","correct",8
1,0.522353,1,1,1,0,1,"XXX",9,3336250.348529,"10142","1","201502270819","nbk","correct",9
1,0.534817,1,1,1,0,0,"100",10,3336252.846531,"10142","1","201502270819","nbk","correct",10
1,0.529371,3,3,1,0,0,"003",11,3336255.361295,"10142","1","201502270819","nbk","correct",11
1,0.634839,1,1,1,0,0,"100",12,3336257.859295,"10142","1","201502270819","nbk","correct",12
1,0.369148,3,3,1,0,1,"XXX",13,3336260.357293,"10142","1","201502270819","nbk","correct",13
1,0.504609,3,3,1,0,0,"003",14,3336262.855298,"10142","1","201502270819","nbk","correct",14
1,0.423921,3,3,1,0,0,"003",15,3336265.353289,"10142","1","201502270819","nbk","correct",15
1,0.63811,3,3,1,0,1,"XXX",16,3336267.851289,"10142","1","201502270819","nbk","correct",16
1,0.433398,3,3,1,0,0,"003",17,3336270.349289,"10142","1","201502270819","nbk","correct",17
1,0.507231,2,2,1,0,0,"020",18,3336272.847284,"10142","1","201502270819","nbk","correct",18
1,0.379313,3,3,1,0,1,"XXX",19,3336275.362049,"10142","1","201502270819","nbk","correct",19
1,0.453557,3,3,1,0,0,"003",20,3336277.860041,"10142","1","201502270819","nbk","correct",20
1,0.496361,1,1,1,0,0,"100",21,3336280.358054,"10142","1","201502270819","nbk","correct",21
1,0.416182,3,3,1,0,1,"XXX",22,3336282.856047,"10142","1","201502270819","nbk","correct",22
1,0.42827,1,1,1,0,0,"100",23,3336285.354039,"10142","1","201502270819","nbk","correct",23
1,0.736499,2,2,1,0,0,"020",24,3336287.852034,"10142","1","201502270819","nbk","correct",24
1,0.346396,1,1,1,0,1,"XXX",25,3336290.35004,"10142","1","201502270819","nbk","correct",25
1,0.462984,1,1,1,0,0,"100",26,3336292.848039,"10142","1","201502270819","nbk","correct",26
1,0.427009,2,2,1,0,0,"020",27,3336295.362806,"10142","1","201502270819","nbk","correct",27
1,0.90237,3,3,1,0,0,"003",28,3336297.860799,"10142","1","201502270819","nbk","correct",28
1,0.358516,2,2,1,0,1,"XXX",29,3336300.358798,"10142","1","201502270819","nbk","correct",29
0,1.452047,2,3,1,0,1,"XXX",30,3336302.856797,"10142","1","201502270819","nbk","wrong",30
1,0.50647,2,2,1,0,0,"020",31,3336305.354796,"10142","1","201502270819","nbk","correct",31
1,0.487834,1,1,1,0,0,"100",32,3336307.852791,"10142","1","201502270819","nbk","correct",32
1,0.653672,2,2,1,0,1,"XXX",33,3336310.350794,"10142","1","201502270819","nbk","correct",33
0,1.345252,2,1,1,0,1,"XXX",34,3336312.848794,"10142","1","201502270819","nbk","wrong",34
1,0.461964,1,1,1,0,0,"100",35,3336315.346792,"10142","1","201502270819","nbk","correct",35
1,0.843744,1,1,2,0,NA,"221",1,3335854.289981,"10142","2","201502270813","intf","correct",1
0,0.85471,2,1,2,0,NA,"313",2,3335856.603574,"10142","2","201502270813","intf","wrong",2
1,0.696827,1,1,2,0,NA,"221",3,3335858.900387,"10142","2","201502270813","intf","correct",3
1,0.940993,3,3,2,0,NA,"322",4,3335861.197206,"10142","2","201502270813","intf","correct",4
1,0.875598,3,3,2,0,NA,"322",5,3335863.494018,"10142","2","201502270813","intf","correct",5
1,0.780508,3,3,2,0,NA,"131",6,3335865.790846,"10142","2","201502270813","intf","correct",6
1,0.791017,2,2,2,0,NA,"233",7,3335868.104419,"10142","2","201502270813","intf","correct",7
1,0.726026,1,1,2,0,NA,"313",8,3335870.401249,"10142","2","201502270813","intf","correct",8
1,0.691975,3,3,2,0,NA,"322",9,3335872.698058,"10142","2","201502270813","intf","correct",9
1,0.750641,3,3,2,0,NA,"131",10,3335874.994886,"10142","2","201502270813","intf","correct",10
1,0.778217,3,3,2,0,NA,"131",11,3335877.291702,"10142","2","201502270813","intf","correct",11
1,0.727967,1,1,2,0,NA,"221",12,3335879.60528,"10142","2","201502270813","intf","correct",12
1,0.724576,3,3,2,0,NA,"322",13,3335881.902098,"10142","2","201502270813","intf","correct",13
1,0.690628,3,3,2,0,NA,"322",14,3335884.198912,"10142","2","201502270813","intf","correct",14
1,0.580067,1,1,2,0,NA,"122",15,3335886.495737,"10142","2","201502270813","intf","correct",15
1,0.793106,2,2,2,0,NA,"112",16,3335888.792546,"10142","2","201502270813","intf","correct",16
1,0.913814,1,1,2,0,NA,"313",17,3335891.089374,"10142","2","201502270813","intf","correct",17
1,0.822184,3,3,2,0,NA,"322",18,3335893.402947,"10142","2","201502270813","intf","correct",18
1,0.726682,3,3,2,0,NA,"131",19,3335895.69976,"10142","2","201502270813","intf","correct",19
1,0.75468,2,2,2,0,NA,"112",20,3335897.996587,"10142","2","201502270813","intf","correct",20
1,0.627818,2,2,2,0,NA,"112",21,3335900.293398,"10142","2","201502270813","intf","correct",21
1,0.796432,2,2,2,0,NA,"233",22,3335902.590224,"10142","2","201502270813","intf","correct",22
1,0.591409,2,2,2,0,NA,"112",23,3335904.903802,"10142","2","201502270813","intf","correct",23
1,0.588255,2,2,2,0,NA,"112",24,3335907.200626,"10142","2","201502270813","intf","correct",24
1,0.739787,2,2,2,0,NA,"233",25,3335909.497438,"10142","2","201502270813","intf","correct",25
1,0.612958,2,2,2,0,NA,"112",26,3335911.794263,"10142","2","201502270813","intf","correct",26
1,0.703459,1,1,2,0,NA,"133",27,3335914.091073,"10142","2","201502270813","intf","correct",27
1,1.074631,1,1,2,0,NA,"133",28,3335916.40465,"10142","2","201502270813","intf","correct",28
1,0.731525,1,1,2,0,NA,"133",29,3335918.701481,"10142","2","201502270813","intf","correct",29
1,0.758761,1,1,2,0,NA,"221",30,3335920.998284,"10142","2","201502270813","intf","correct",30
1,0.755738,1,1,2,0,NA,"313",31,3335923.295108,"10142","2","201502270813","intf","correct",31
1,0.69105,3,3,2,0,NA,"322",32,3335925.591927,"10142","2","201502270813","intf","correct",32
1,0.702219,2,2,2,0,NA,"233",33,3335927.905501,"10142","2","201502270813","intf","correct",33
1,0.79171,2,2,2,0,NA,"112",34,3335930.202327,"10142","2","201502270813","intf","correct",34
1,0.788568,2,2,2,0,NA,"233",35,3335932.499137,"10142","2","201502270813","intf","correct",35
1,1.001241,1,1,2,0,NA,"313",1,3336329.98272,"10142","2","201502270821","intf","correct",1
1,0.640881,3,3,2,0,NA,"223",2,3336332.296297,"10142","2","201502270821","intf","correct",2
1,0.638257,3,3,2,0,NA,"113",3,3336334.593118,"10142","2","201502270821","intf","correct",3
1,0.511368,1,1,2,0,NA,"221",4,3336336.88994,"10142","2","201502270821","intf","correct",4
1,0.570375,2,2,2,0,NA,"112",5,3336339.186748,"10142","2","201502270821","intf","correct",5
1,0.784102,2,2,2,0,NA,"233",6,3336341.483572,"10142","2","201502270821","intf","correct",6
1,1.103982,3,3,2,0,NA,"131",7,3336343.797159,"10142","2","201502270821","intf","correct",7
1,0.606204,1,1,2,0,NA,"221",8,3336346.093969,"10142","2","201502270821","intf","correct",8
1,0.664779,2,2,2,0,NA,"233",9,3336348.390791,"10142","2","201502270821","intf","correct",9
1,0.631349,2,2,2,0,NA,"233",10,3336350.687602,"10142","2","201502270821","intf","correct",10
1,0.583968,1,1,2,0,NA,"313",11,3336352.984423,"10142","2","201502270821","intf","correct",11
1,0.64389,2,2,2,0,NA,"112",12,3336355.298012,"10142","2","201502270821","intf","correct",12
1,0.610177,1,1,2,0,NA,"313",13,3336357.594815,"10142","2","201502270821","intf","correct",13
1,0.66886,2,2,2,0,NA,"112",14,3336359.891638,"10142","2","201502270821","intf","correct",14
1,0.75827,3,3,2,0,NA,"223",15,3336362.188449,"10142","2","201502270821","intf","correct",15
1,0.693443,3,3,2,0,NA,"131",16,3336364.485272,"10142","2","201502270821","intf","correct",16
1,0.783136,2,2,2,0,NA,"233",17,3336366.782095,"10142","2","201502270821","intf","correct",17
1,0.596128,2,2,2,0,NA,"112",18,3336369.09568,"10142","2","201502270821","intf","correct",18
1,0.593407,3,3,2,0,NA,"322",19,3336371.392494,"10142","2","201502270821","intf","correct",19
1,0.620978,1,1,2,0,NA,"221",20,3336373.68931,"10142","2","201502270821","intf","correct",20
1,0.741697,2,2,2,0,NA,"112",21,3336375.986117,"10142","2","201502270821","intf","correct",21
1,0.64592,2,2,2,0,NA,"233",22,3336378.282945,"10142","2","201502270821","intf","correct",22
1,0.595404,1,1,2,0,NA,"313",23,3336380.596521,"10142","2","201502270821","intf","correct",23
1,0.643688,1,1,2,0,NA,"313",24,3336382.893339,"10142","2","201502270821","intf","correct",24
1,0.764456,1,1,2,0,NA,"313",25,3336385.190158,"10142","2","201502270821","intf","correct",25
1,0.761636,2,2,2,0,NA,"112",26,3336387.486982,"10142","2","201502270821","intf","correct",26
1,0.634708,1,1,2,0,NA,"313",27,3336389.783787,"10142","2","201502270821","intf","correct",27
1,0.909298,3,3,2,0,NA,"322",28,3336392.097376,"10142","2","201502270821","intf","correct",28
1,0.813438,3,3,2,0,NA,"322",29,3336394.394198,"10142","2","201502270821","intf","correct",29
1,0.594132,3,3,2,0,NA,"322",30,3336396.691004,"10142","2","201502270821","intf","correct",30
1,0.86972,1,1,2,0,NA,"221",31,3336398.987835,"10142","2","201502270821","intf","correct",31
1,0.866162,2,2,2,0,NA,"121",32,3336401.284641,"10142","2","201502270821","intf","correct",32
1,0.660927,1,1,2,0,NA,"313",33,3336403.598224,"10142","2","201502270821","intf","correct",33
1,0.936185,3,3,2,0,NA,"131",34,3336405.895049,"10142","2","201502270821","intf","correct",34
1,0.747492,3,3,2,0,NA,"322",35,3336408.191868,"10142","2","201502270821","intf","correct",35
-1,Inf,0,2,3,0,NA,"20",1,3335423.410375,"10142","3","201502270805","cngr","noresp",1
-1,Inf,0,1,3,0,NA,"100",2,3335425.405434,"10142","3","201502270805","cngr","noresp",2
1,0.56066,1,1,3,0,NA,"100",3,3335427.400469,"10142","3","201502270805","cngr","correct",3
1,0.581462,2,2,3,0,NA,"20",4,3335429.395523,"10142","3","201502270805","cngr","correct",4
1,0.585845,3,3,3,0,NA,"3",5,3335431.407325,"10142","3","201502270805","cngr","correct",5
1,0.575177,3,3,3,0,NA,"3",6,3335433.40238,"10142","3","201502270805","cngr","correct",6
1,0.441539,1,1,3,0,NA,"100",7,3335435.397415,"10142","3","201502270805","cngr","correct",7
1,0.476431,2,2,3,0,NA,"20",8,3335437.409235,"10142","3","201502270805","cngr","correct",8
1,0.496683,3,3,3,0,NA,"3",9,3335439.404275,"10142","3","201502270805","cngr","correct",9
1,0.456083,3,3,3,0,NA,"3",10,3335441.399328,"10142","3","201502270805","cngr","correct",10
1,0.428971,1,1,3,0,NA,"100",11,3335443.41114,"10142","3","201502270805","cngr","correct",11
1,0.449319,1,1,3,0,NA,"100",12,3335445.406179,"10142","3","201502270805","cngr","correct",12
1,0.501208,2,2,3,0,NA,"20",13,3335447.401217,"10142","3","201502270805","cngr","correct",13
1,0.490798,2,2,3,0,NA,"20",14,3335449.39627,"10142","3","201502270805","cngr","correct",14
1,0.463937,2,2,3,0,NA,"20",15,3335451.408089,"10142","3","201502270805","cngr","correct",15
1,0.484536,2,2,3,0,NA,"20",16,3335453.403124,"10142","3","201502270805","cngr","correct",16
1,0.412701,2,2,3,0,NA,"20",17,3335455.39818,"10142","3","201502270805","cngr","correct",17
1,0.509562,3,3,3,0,NA,"3",18,3335457.409979,"10142","3","201502270805","cngr","correct",18
1,0.468126,1,1,3,0,NA,"100",19,3335459.405021,"10142","3","201502270805","cngr","correct",19
1,0.396517,1,1,3,0,NA,"100",20,3335461.400069,"10142","3","201502270805","cngr","correct",20
1,0.478836,3,3,3,0,NA,"3",21,3335463.395124,"10142","3","201502270805","cngr","correct",21
1,0.482955,2,2,3,0,NA,"20",22,3335465.406927,"10142","3","201502270805","cngr","correct",22
1,0.400811,1,1,3,0,NA,"100",23,3335467.401982,"10142","3","201502270805","cngr","correct",23
1,0.421111,3,3,3,0,NA,"3",24,3335469.397018,"10142","3","201502270805","cngr","correct",24
1,0.48738,1,1,3,0,NA,"100",25,3335471.408832,"10142","3","201502270805","cngr","correct",25
1,0.507389,2,2,3,0,NA,"20",26,3335473.403887,"10142","3","201502270805","cngr","correct",26
1,0.404833,2,2,3,0,NA,"20",27,3335475.398925,"10142","3","201502270805","cngr","correct",27
1,0.347477,1,1,3,0,NA,"100",28,3335477.41073,"10142","3","201502270805","cngr","correct",28
1,0.367857,3,3,3,0,NA,"3",29,3335479.405783,"10142","3","201502270805","cngr","correct",29
1,0.450411,3,3,3,0,NA,"3",30,3335481.400832,"10142","3","201502270805","cngr","correct",30
1,0.378604,1,1,3,0,NA,"100",31,3335483.395868,"10142","3","201502270805","cngr","correct",31
1,0.413407,3,3,3,0,NA,"3",32,3335485.407688,"10142","3","201502270805","cngr","correct",32
1,0.371734,2,2,3,0,NA,"20",33,3335487.402723,"10142","3","201502270805","cngr","correct",33
1,0.392485,1,1,3,0,NA,"100",34,3335489.39778,"10142","3","201502270805","cngr","correct",34
1,0.365762,3,3,3,0,NA,"3",35,3335491.409585,"10142","3","201502270805","cngr","correct",35
1,0.493552,1,1,3,0,NA,"100",1,3336587.963928,"10142","3","201502270825","cngr","correct",1
1,0.528084,1,1,3,0,NA,"100",2,3336589.975738,"10142","3","201502270825","cngr","correct",2
1,0.503308,3,3,3,0,NA,"3",3,3336591.970778,"10142","3","201502270825","cngr","correct",3
1,0.462043,3,3,3,0,NA,"3",4,3336593.965828,"10142","3","201502270825","cngr","correct",4
1,0.527731,2,2,3,0,NA,"20",5,3336595.977647,"10142","3","201502270825","cngr","correct",5
1,0.455992,2,2,3,0,NA,"20",6,3336597.972679,"10142","3","201502270825","cngr","correct",6
1,0.445774,3,3,3,0,NA,"3",7,3336599.967732,"10142","3","201502270825","cngr","correct",7
1,0.450034,3,3,3,0,NA,"3",8,3336601.979547,"10142","3","201502270825","cngr","correct",8
1,0.594127,1,1,3,0,NA,"100",9,3336603.974581,"10142","3","201502270825","cngr","correct",9
1,0.522076,3,3,3,0,NA,"3",10,3336605.969635,"10142","3","201502270825","cngr","correct",10
1,0.449897,3,3,3,0,NA,"3",11,3336607.964684,"10142","3","201502270825","cngr","correct",11
1,0.515814,2,2,3,0,NA,"20",12,3336609.976484,"10142","3","201502270825","cngr","correct",12
1,0.474654,3,3,3,0,NA,"3",13,3336611.971534,"10142","3","201502270825","cngr","correct",13
1,0.495875,1,1,3,0,NA,"100",14,3336613.966586,"10142","3","201502270825","cngr","correct",14
1,0.499743,3,3,3,0,NA,"3",15,3336615.978403,"10142","3","201502270825","cngr","correct",15
1,0.489199,2,2,3,0,NA,"20",16,3336617.973435,"10142","3","201502270825","cngr","correct",16
1,0.479527,2,2,3,0,NA,"20",17,3336619.968489,"10142","3","201502270825","cngr","correct",17
1,0.500052,3,3,3,0,NA,"3",18,3336621.963523,"10142","3","201502270825","cngr","correct",18
1,0.41208,2,2,3,0,NA,"20",19,3336623.97534,"10142","3","201502270825","cngr","correct",19
1,0.452918,1,1,3,0,NA,"100",20,3336625.970391,"10142","3","201502270825","cngr","correct",20
1,0.412147,2,2,3,0,NA,"20",21,3336627.965433,"10142","3","201502270825","cngr","correct",21
1,0.477867,1,1,3,0,NA,"100",22,3336629.97724,"10142","3","201502270825","cngr","correct",22
1,0.467555,1,1,3,0,NA,"100",23,3336631.972292,"10142","3","201502270825","cngr","correct",23
1,0.416931,1,1,3,0,NA,"100",24,3336633.967328,"10142","3","201502270825","cngr","correct",24
1,0.451652,2,2,3,0,NA,"20",25,3336635.97914,"10142","3","201502270825","cngr","correct",25
1,0.473016,1,1,3,0,NA,"100",26,3336637.974193,"10142","3","201502270825","cngr","correct",26
1,0.493775,1,1,3,0,NA,"100",27,3336639.969247,"10142","3","201502270825","cngr","correct",27
1,0.545445,1,1,3,0,NA,"100",28,3336641.964283,"10142","3","201502270825","cngr","correct",28
1,0.487745,1,1,3,0,NA,"100",29,3336643.9761,"10142","3","201502270825","cngr","correct",29
1,0.477351,2,2,3,0,NA,"20",30,3336645.971144,"10142","3","201502270825","cngr","correct",30
1,0.497685,3,3,3,0,NA,"3",31,3336647.966182,"10142","3","201502270825","cngr","correct",31
1,0.440338,2,2,3,0,NA,"20",32,3336649.977996,"10142","3","201502270825","cngr","correct",32
1,0.429846,2,2,3,0,NA,"20",33,3336651.973045,"10142","3","201502270825","cngr","correct",33
1,0.451155,3,3,3,0,NA,"3",34,3336653.968096,"10142","3","201502270825","cngr","correct",34
1,0.441126,2,2,3,0,NA,"20",35,3336655.96314,"10142","3","201502270825","cngr","correct",35
1,0.891072,2,2,2,0,NA,"112",1,3336053.123988,"10142","5","201502270815","intf","correct",1
1,0.932907,3,3,2,0,NA,"322",2,3336055.43756,"10142","5","201502270815","intf","correct",2
1,0.883933,3,3,2,0,NA,"131",3,3336057.734389,"10142","5","201502270815","intf","correct",3
1,0.602599,3,3,2,0,NA,"322",4,3336060.031199,"10142","5","201502270815","intf","correct",4
1,0.908438,2,2,2,0,NA,"112",5,3336062.32803,"10142","5","201502270815","intf","correct",5
1,0.720265,2,2,1,1,0,"020",6,3336064.624839,"10142","5","201502270815","nbk","correct",6
1,0.608805,3,3,1,0,0,"003",7,3336067.122836,"10142","5","201502270815","nbk","correct",7
1,0.604175,1,1,1,0,0,"100",8,3336069.6376,"10142","5","201502270815","nbk","correct",8
1,0.955495,2,2,2,1,NA,"112",9,3336072.135598,"10142","5","201502270815","intf","correct",9
1,0.828693,1,1,2,0,NA,"313",10,3336074.432428,"10142","5","201502270815","intf","correct",10
1,0.79509,1,1,3,1,NA,"100",11,3336076.729237,"10142","5","201502270815","cngr","correct",11
1,0.568448,2,2,3,0,NA,"020",12,3336078.724281,"10142","5","201502270815","cngr","correct",12
1,0.57171,1,1,3,0,NA,"100",13,3336080.736088,"10142","5","201502270815","cngr","correct",13
1,0.530459,1,1,3,0,NA,"100",14,3336082.731137,"10142","5","201502270815","cngr","correct",14
1,0.5824,2,2,3,0,NA,"020",15,3336084.726193,"10142","5","201502270815","cngr","correct",15
1,0.480005,2,2,3,0,NA,"020",16,3336086.738002,"10142","5","201502270815","cngr","correct",16
1,0.593724,3,3,3,0,NA,"003",17,3336088.733041,"10142","5","201502270815","cngr","correct",17
1,0.861013,1,1,2,1,NA,"313",18,3336090.728097,"10142","5","201502270815","intf","correct",18
1,0.703294,1,1,2,0,NA,"313",19,3336093.024901,"10142","5","201502270815","intf","correct",19
1,0.714268,1,1,2,0,NA,"221",20,3336095.338501,"10142","5","201502270815","intf","correct",20
1,0.711058,1,1,2,0,NA,"221",21,3336097.635302,"10142","5","201502270815","intf","correct",21
1,0.707926,3,3,2,0,NA,"322",22,3336099.93213,"10142","5","201502270815","intf","correct",22
1,0.643526,3,3,2,0,NA,"322",23,3336102.228945,"10142","5","201502270815","intf","correct",23
1,0.794464,2,2,2,0,NA,"233",24,3336104.525766,"10142","5","201502270815","intf","correct",24
1,0.589805,2,2,3,1,NA,"020",25,3336106.839341,"10142","5","201502270815","cngr","correct",25
1,0.578915,1,1,3,0,NA,"100",26,3336108.834389,"10142","5","201502270815","cngr","correct",26
1,0.56877,3,3,3,0,NA,"003",27,3336110.829431,"10142","5","201502270815","cngr","correct",27
1,0.589642,1,1,3,0,NA,"100",28,3336112.82449,"10142","5","201502270815","cngr","correct",28
1,0.593442,3,3,3,0,NA,"003",29,3336114.836302,"10142","5","201502270815","cngr","correct",29
1,0.551852,2,2,3,0,NA,"020",30,3336116.831338,"10142","5","201502270815","cngr","correct",30
1,0.541483,2,2,3,0,NA,"020",31,3336118.826393,"10142","5","201502270815","cngr","correct",31
1,0.545314,1,1,1,1,0,"100",32,3336120.8382,"10142","5","201502270815","nbk","correct",32
1,0.526861,1,1,1,0,0,"100",33,3336123.336187,"10142","5","201502270815","nbk","correct",33
-1,Inf,0,1,1,0,1,"XXX",34,3336125.834185,"10142","5","201502270815","nbk","noresp",34
1,0.512139,1,1,1,0,0,"100",35,3336128.332197,"10142","5","201502270815","nbk","correct",35
1,0.61644,3,3,1,0,0,"003",36,3336130.830196,"10142","5","201502270815","nbk","correct",36
1,0.505153,1,1,1,0,1,"XXX",37,3336133.328186,"10142","5","201502270815","nbk","correct",37
-1,Inf,0,3,1,0,1,"XXX",38,3336135.826184,"10142","5","201502270815","nbk","noresp",38
1,0.497967,2,2,1,0,0,"020",39,3336138.324181,"10142","5","201502270815","nbk","correct",39
0,0.850837,2,1,2,1,NA,"313",40,3336140.838944,"10142","5","201502270815","intf","wrong",40
1,0.755144,3,3,2,0,NA,"322",41,3336143.135764,"10142","5","201502270815","intf","correct",41
1,0.782614,2,2,2,0,NA,"112",42,3336145.432588,"10142","5","201502270815","intf","correct",42
1,0.656047,1,1,2,0,NA,"313",43,3336147.729399,"10142","5","201502270815","intf","correct",43
1,0.807808,2,2,2,0,NA,"233",44,3336150.026223,"10142","5","201502270815","intf","correct",44
1,0.742737,2,2,2,0,NA,"112",45,3336152.323032,"10142","5","201502270815","intf","correct",45
1,0.691377,2,2,1,1,0,"020",46,3336154.636618,"10142","5","201502270815","nbk","correct",46
1,0.704038,3,3,1,0,0,"003",47,3336157.134614,"10142","5","201502270815","nbk","correct",47
1,0.901056,3,3,1,0,0,"003",48,3336159.632622,"10142","5","201502270815","nbk","correct",48
1,0.572977,1,1,3,1,NA,"100",49,3336162.13062,"10142","5","201502270815","cngr","correct",49
1,0.53139,1,1,3,0,NA,"100",50,3336164.125657,"10142","5","201502270815","cngr","correct",50
1,0.535539,3,3,1,1,0,"003",51,3336166.137473,"10142","5","201502270815","nbk","correct",51
1,0.640634,1,1,1,0,0,"100",52,3336168.63547,"10142","5","201502270815","nbk","correct",52
1,0.37408,3,3,1,0,1,"XXX",53,3336171.133481,"10142","5","201502270815","nbk","correct",53
-1,Inf,0,1,1,0,1,"XXX",54,3336173.631477,"10142","5","201502270815","nbk","noresp",54
1,0.738247,2,2,1,0,0,"020",55,3336176.129469,"10142","5","201502270815","nbk","correct",55
1,0.626513,2,2,1,0,0,"020",56,3336178.627464,"10142","5","201502270815","nbk","correct",56
1,0.514382,3,3,3,1,NA,"003",57,3336181.125459,"10142","5","201502270815","cngr","correct",57
1,0.6109,3,3,3,0,NA,"003",58,3336183.137283,"10142","5","201502270815","cngr","correct",58
1,0.693577,2,2,3,0,NA,"020",59,3336185.132331,"10142","5","201502270815","cngr","correct",59
1,0.467148,3,3,3,0,NA,"003",60,3336187.127367,"10142","5","201502270815","cngr","correct",60
1,0.722948,1,1,2,0,NA,"221",1,3336435.267478,"10142","9","201502270822","intf","correct",1
1,0.548086,3,3,3,1,NA,"003",2,3336437.581062,"10142","9","201502270822","cngr","correct",2
1,0.507699,2,2,3,0,NA,"020",3,3336439.576115,"10142","9","201502270822","cngr","correct",3
1,0.466488,1,1,3,0,NA,"100",4,3336441.571149,"10142","9","201502270822","cngr","correct",4
1,0.439353,1,1,3,0,NA,"100",5,3336443.582964,"10142","9","201502270822","cngr","correct",5
1,0.460139,3,3,3,0,NA,"003",6,3336445.578017,"10142","9","201502270822","cngr","correct",6
1,0.44988,2,2,3,0,NA,"020",7,3336447.573061,"10142","9","201502270822","cngr","correct",7
1,0.470603,2,2,1,1,0,"020",8,3336449.568103,"10142","9","201502270822","nbk","correct",8
1,0.373483,2,2,1,0,0,"020",9,3336452.082861,"10142","9","201502270822","nbk","correct",9
1,0.47844,2,2,1,0,1,"XXX",10,3336454.580872,"10142","9","201502270822","nbk","correct",10
